order_item_sk,order_item_id,order_id,order_date_sk,customer_sk,product_sk,channel_sk,store_sk,billing_address_sk,shipping_address_sk,status,currency_code,quantity,unit_price,discount_amount,gross_amount,net_amount,subtotal,tax_amount,shipping_fee,total_amount
5021,5000005020,1000003755,0,387,1,1,0,2582,221,FULFILLED,ARS,2,10800.0,1080.0,21600.0,20520.0,32670.0,6860.7,900.0,40430.7
5022,5000005021,1000003755,0,387,2,1,0,2582,221,FULFILLED,ARS,1,13500.0,1350.0,13500.0,12150.0,32670.0,6860.7,900.0,40430.7
5023,5000005022,1000003756,0,942,2,2,1,0,1,FULFILLED,ARS,1,15750.0,1575.0,15750.0,14175.0,14175.0,2976.75,0.0,17151.75
5024,5000005023,1000003757,0,863,2,2,1,156,1,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,0.0,49005.0
5025,5000005024,1000003758,0,1368,1,2,2,2677,2,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,80280.0,16858.8,0.0,97138.8
5026,5000005025,1000003758,0,1368,2,2,2,2677,2,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,80280.0,16858.8,0.0,97138.8
5027,5000005026,1000003759,0,722,2,1,0,2988,1785,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,1500.0,50505.0
5028,5000005027,1000003760,0,168,1,1,0,1617,2409,PAID,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,1200.0,28788.0
5029,5000005028,1000003761,0,625,1,1,0,127,1413,FULFILLED,ARS,1,13200.0,660.0,13200.0,12540.0,12540.0,2633.4,0.0,15173.4
5030,5000005029,1000003762,0,1021,2,1,0,0,2618,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
5031,5000005030,1000003763,0,739,1,1,0,2620,1829,PAID,ARS,1,13200.0,0.0,13200.0,13200.0,55950.0,11749.5,1500.0,69199.5
5032,5000005031,1000003763,0,739,2,1,0,2620,1829,PAID,ARS,3,15000.0,2250.0,45000.0,42750.0,55950.0,11749.5,1500.0,69199.5
5033,5000005032,1000003764,0,1362,2,1,0,2096,2572,FULFILLED,ARS,3,13500.0,0.0,40500.0,40500.0,40500.0,8505.0,900.0,49905.0
5034,5000005033,1000003765,0,921,1,1,0,2881,1269,FULFILLED,ARS,3,10800.0,1620.0,32400.0,30780.0,30780.0,6463.8,1200.0,38443.8
5035,5000005034,1000003766,0,1071,1,2,2,505,2,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,0.0,43560.0
5036,5000005035,1000003767,0,759,2,1,0,428,980,FULFILLED,ARS,2,13500.0,0.0,27000.0,27000.0,56400.0,11844.0,900.0,69144.0
5037,5000005036,1000003767,0,759,2,1,0,428,980,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,56400.0,11844.0,900.0,69144.0
5038,5000005037,1000003768,0,285,2,1,0,2806,1647,PAID,ARS,2,13500.0,540.0,27000.0,26460.0,26460.0,5556.6,900.0,32916.6
5039,5000005038,1000003769,0,200,2,2,3,734,3,CANCELLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
5040,5000005039,1000003770,0,1377,1,1,0,1852,2173,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,44400.0,9324.0,1500.0,55224.0
5041,5000005040,1000003770,0,1377,1,1,0,1852,2173,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,44400.0,9324.0,1500.0,55224.0
5042,5000005041,1000003771,0,278,1,2,2,1561,2,PAID,ARS,1,12000.0,600.0,12000.0,11400.0,11400.0,2394.0,0.0,13794.0
5043,5000005042,1000003772,0,519,2,2,2,1988,2,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,0.0,16335.0
5044,5000005043,1000003773,0,1476,2,1,0,0,2918,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,1200.0,18987.0
5045,5000005044,1000003774,0,1026,2,1,0,2207,1288,CANCELLED,ARS,3,16500.0,2475.0,49500.0,47025.0,72897.0,15308.37,0.0,88205.37
5046,5000005045,1000003774,0,1026,1,1,0,2207,1288,CANCELLED,ARS,2,13200.0,528.0,26400.0,25872.0,72897.0,15308.37,0.0,88205.37
5047,5000005046,1000003775,0,820,2,1,0,0,1072,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,900.0,18142.5
5048,5000005047,1000003776,0,1140,1,1,0,3048,1546,PAID,ARS,1,12000.0,240.0,12000.0,11760.0,11760.0,2469.6,1200.0,15429.6
5049,5000005048,1000003777,0,382,2,2,1,5,1,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,27000.0,5670.0,0.0,32670.0
5050,5000005049,1000003778,0,246,1,1,0,66,818,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1500.0,42882.0
5051,5000005050,1000003779,0,798,1,1,0,0,1755,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1200.0,42582.0
5052,5000005051,1000003780,0,1167,1,1,0,869,788,CANCELLED,ARS,2,13200.0,528.0,26400.0,25872.0,25872.0,5433.12,900.0,32205.12
5053,5000005052,1000003781,0,1454,1,1,0,505,2615,FULFILLED,ARS,3,12600.0,0.0,37800.0,37800.0,37800.0,7938.0,900.0,46638.0
5054,5000005053,1000003782,0,488,1,2,3,977,3,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,11400.0,2394.0,0.0,13794.0
5055,5000005054,1000003783,0,1116,2,1,0,543,827,FULFILLED,ARS,1,15750.0,1575.0,15750.0,14175.0,56925.0,11954.25,1500.0,70379.25
5056,5000005055,1000003783,0,1116,2,1,0,543,827,FULFILLED,ARS,1,15750.0,0.0,15750.0,15750.0,56925.0,11954.25,1500.0,70379.25
5057,5000005056,1000003783,0,1116,2,1,0,543,827,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,56925.0,11954.25,1500.0,70379.25
5058,5000005057,1000003784,0,15,2,1,0,598,512,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,40080.0,8416.8,900.0,49396.8
5059,5000005058,1000003784,0,15,1,1,0,598,512,FULFILLED,ARS,2,13200.0,1320.0,26400.0,25080.0,40080.0,8416.8,900.0,49396.8
5060,5000005059,1000003785,0,332,1,2,1,0,1,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,43800.0,9198.0,0.0,52998.0
5061,5000005060,1000003785,0,332,1,2,1,0,1,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,43800.0,9198.0,0.0,52998.0
5062,5000005061,1000003786,0,707,1,2,1,116,1,CANCELLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,0.0,27588.0
5063,5000005062,1000003787,0,238,2,1,0,1354,2785,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,73500.0,15435.0,1200.0,90135.0
5064,5000005063,1000003787,0,238,2,1,0,1354,2785,FULFILLED,ARS,2,15000.0,1500.0,30000.0,28500.0,73500.0,15435.0,1200.0,90135.0
5065,5000005064,1000003788,0,66,1,2,2,1569,2,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,0.0,42688.8
5066,5000005065,1000003789,0,407,2,1,0,635,1386,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,1200.0,50205.0
5067,5000005066,1000003790,0,1095,1,1,0,1795,2122,REFUNDED,ARS,3,10800.0,648.0,32400.0,31752.0,31752.0,6667.92,0.0,38419.92
5068,5000005067,1000003791,0,553,2,2,1,1910,1,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,0.0,54450.0
5069,5000005068,1000003792,0,533,2,1,0,2183,390,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,41400.0,8694.0,900.0,50994.0
5070,5000005069,1000003792,0,533,1,1,0,2183,390,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,41400.0,8694.0,900.0,50994.0
5071,5000005070,1000003793,0,332,2,1,0,2774,907,PAID,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,1200.0,18987.0
5072,5000005071,1000003794,0,730,1,1,0,759,708,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,57510.0,12077.1,1200.0,70787.1
5073,5000005072,1000003794,0,730,1,1,0,759,708,FULFILLED,ARS,3,12600.0,1890.0,37800.0,35910.0,57510.0,12077.1,1200.0,70787.1
5074,5000005073,1000003795,0,615,2,2,3,450,3,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,0.0,53361.0
5075,5000005074,1000003796,0,1274,2,1,0,0,1883,FULFILLED,ARS,2,15000.0,1500.0,30000.0,28500.0,28500.0,5985.0,900.0,35385.0
5076,5000005075,1000003797,0,1275,2,2,2,0,2,FULFILLED,ARS,1,15750.0,0.0,15750.0,15750.0,15750.0,3307.5,0.0,19057.5
5077,5000005076,1000003798,0,595,2,2,3,72,3,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
5078,5000005077,1000003799,0,1086,2,1,0,1145,2673,PAID,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,900.0,18687.0
5079,5000005078,1000003800,0,945,1,1,0,482,2442,FULFILLED,ARS,1,10800.0,0.0,10800.0,10800.0,31968.0,6713.28,900.0,39581.28
5080,5000005079,1000003800,0,945,1,1,0,482,2442,FULFILLED,ARS,2,10800.0,432.0,21600.0,21168.0,31968.0,6713.28,900.0,39581.28
5081,5000005080,1000003801,0,1296,1,2,4,1235,4,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,36840.0,7736.4,0.0,44576.4
5082,5000005081,1000003801,0,1296,1,2,4,1235,4,FULFILLED,ARS,2,13200.0,1320.0,26400.0,25080.0,36840.0,7736.4,0.0,44576.4
5083,5000005082,1000003802,0,1467,1,1,0,2219,2758,FULFILLED,ARS,1,13200.0,264.0,13200.0,12936.0,12936.0,2716.56,1200.0,16852.56
5084,5000005083,1000003803,0,468,2,1,0,788,1726,FULFILLED,ARS,3,15750.0,0.0,47250.0,47250.0,77175.0,16206.75,900.0,94281.75
5085,5000005084,1000003803,0,468,2,1,0,788,1726,FULFILLED,ARS,2,15750.0,1575.0,31500.0,29925.0,77175.0,16206.75,900.0,94281.75
5086,5000005085,1000003804,0,23,2,2,1,1958,1,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,0.0,17242.5
5087,5000005086,1000003805,0,175,2,2,1,1752,1,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,44700.0,9387.0,0.0,54087.0
5088,5000005087,1000003805,0,175,2,2,1,1752,1,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,44700.0,9387.0,0.0,54087.0
5089,5000005088,1000003806,0,1157,1,1,0,1895,3068,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,78300.0,16443.0,900.0,95643.0
5090,5000005089,1000003806,0,1157,2,1,0,1895,3068,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,78300.0,16443.0,900.0,95643.0
5091,5000005090,1000003807,0,481,1,1,0,1187,1562,FULFILLED,ARS,3,13200.0,1980.0,39600.0,37620.0,37620.0,7900.2,900.0,46420.2
5092,5000005091,1000003808,0,975,1,1,0,2300,648,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,100560.0,21117.6,900.0,122577.6
5093,5000005092,1000003808,0,975,1,1,0,2300,648,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,100560.0,21117.6,900.0,122577.6
5094,5000005093,1000003808,0,975,2,1,0,2300,648,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,100560.0,21117.6,900.0,122577.6
5095,5000005094,1000003809,0,760,2,2,4,2348,4,REFUNDED,ARS,1,16500.0,825.0,16500.0,15675.0,15675.0,3291.75,0.0,18966.75
5096,5000005095,1000003810,0,586,1,1,0,2682,361,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1200.0,43888.8
5097,5000005096,1000003811,0,1407,1,1,0,53,1302,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,0.0,42688.8
5098,5000005097,1000003812,0,974,2,1,0,2189,2411,CANCELLED,ARS,1,13500.0,0.0,13500.0,13500.0,44280.0,9298.8,1200.0,54778.8
5099,5000005098,1000003812,0,974,1,1,0,2189,2411,CANCELLED,ARS,3,10800.0,1620.0,32400.0,30780.0,44280.0,9298.8,1200.0,54778.8
5100,5000005099,1000003813,0,1446,2,1,0,223,2452,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,55800.0,11718.0,900.0,68418.0
5101,5000005100,1000003813,0,1446,1,1,0,223,2452,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,55800.0,11718.0,900.0,68418.0
5102,5000005101,1000003814,0,1298,2,1,0,1575,1173,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,1200.0,37500.0
5103,5000005102,1000003815,0,588,1,2,2,2257,2,CANCELLED,ARS,3,13200.0,0.0,39600.0,39600.0,39600.0,8316.0,0.0,47916.0
5104,5000005103,1000003816,0,668,2,1,0,895,308,PAID,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,1200.0,55650.0
5105,5000005104,1000003817,0,1294,1,1,0,1563,441,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1500.0,44188.8
5106,5000005105,1000003818,0,266,1,1,0,2636,1266,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,1500.0,45060.0
5107,5000005106,1000003819,0,1323,2,2,2,2835,2,PAID,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,0.0,49005.0
5108,5000005107,1000003820,0,1117,2,1,0,1686,1973,CANCELLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,900.0,36474.0
5109,5000005108,1000003821,0,306,1,1,0,1553,223,FULFILLED,ARS,3,13200.0,1980.0,39600.0,37620.0,37620.0,7900.2,1500.0,47020.2
5110,5000005109,1000003822,0,850,1,1,0,2171,257,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,36750.0,7717.5,1200.0,45667.5
5111,5000005110,1000003822,0,850,2,1,0,2171,257,FULFILLED,ARS,1,13500.0,270.0,13500.0,13230.0,36750.0,7717.5,1200.0,45667.5
5112,5000005111,1000003823,0,732,1,2,3,0,3,FULFILLED,ARS,1,10800.0,0.0,10800.0,10800.0,10800.0,2268.0,0.0,13068.0
5113,5000005112,1000003824,0,961,2,1,0,2174,1365,PAID,ARS,2,13500.0,540.0,27000.0,26460.0,26460.0,5556.6,900.0,32916.6
5114,5000005113,1000003825,0,193,1,2,3,2636,3,PAID,ARS,3,12000.0,0.0,36000.0,36000.0,111150.0,23341.5,0.0,134491.5
5115,5000005114,1000003825,0,193,2,2,3,2636,3,PAID,ARS,3,15000.0,2250.0,45000.0,42750.0,111150.0,23341.5,0.0,134491.5
5116,5000005115,1000003825,0,193,1,2,3,2636,3,PAID,ARS,3,10800.0,0.0,32400.0,32400.0,111150.0,23341.5,0.0,134491.5
5117,5000005116,1000003826,0,345,1,1,0,2658,577,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,32400.0,6804.0,900.0,40104.0
5118,5000005117,1000003827,0,92,1,1,0,2656,1275,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,0.0,43560.0
5119,5000005118,1000003828,0,313,2,2,4,1115,4,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,0.0,18150.0
5120,5000005119,1000003829,0,99,1,2,3,2102,3,PAID,ARS,3,12000.0,1800.0,36000.0,34200.0,73800.0,15498.0,0.0,89298.0
5121,5000005120,1000003829,0,99,1,2,3,2102,3,PAID,ARS,3,13200.0,0.0,39600.0,39600.0,73800.0,15498.0,0.0,89298.0
5122,5000005121,1000003830,0,1270,1,1,0,2240,1545,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,900.0,42282.0
5123,5000005122,1000003831,0,919,2,2,4,981,4,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,0.0,18150.0
5124,5000005123,1000003832,0,1343,1,1,0,0,1613,FULFILLED,ARS,2,13200.0,2640.0,26400.0,23760.0,23760.0,4989.6,900.0,29649.6
5125,5000005124,1000003833,0,424,2,1,0,2679,1509,PAID,ARS,3,13500.0,4050.0,40500.0,36450.0,66450.0,13954.5,0.0,80404.5
5126,5000005125,1000003833,0,424,2,1,0,2679,1509,PAID,ARS,2,15000.0,0.0,30000.0,30000.0,66450.0,13954.5,0.0,80404.5
5127,5000005126,1000003834,0,884,1,1,0,2965,639,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1500.0,42882.0
5128,5000005127,1000003835,0,1398,1,1,0,461,711,FULFILLED,ARS,3,12600.0,3780.0,37800.0,34020.0,34020.0,7144.2,1500.0,42664.2
5129,5000005128,1000003836,0,747,1,2,2,0,2,REFUNDED,ARS,1,12000.0,240.0,12000.0,11760.0,11760.0,2469.6,0.0,14229.6
5130,5000005129,1000003837,0,1285,1,1,0,2859,3127,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1200.0,42582.0
5131,5000005130,1000003838,0,120,1,1,0,1558,1669,FULFILLED,ARS,1,13200.0,1320.0,13200.0,11880.0,11880.0,2494.8,1200.0,15574.8
5132,5000005131,1000003839,0,1449,1,2,1,1528,1,PAID,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,0.0,26136.0
5133,5000005132,1000003840,0,814,2,1,0,1201,494,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,24900.0,5229.0,900.0,31029.0
5134,5000005133,1000003840,0,814,1,1,0,1201,494,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,24900.0,5229.0,900.0,31029.0
5135,5000005134,1000003841,0,462,1,2,2,461,2,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,56880.0,11944.8,0.0,68824.8
5136,5000005135,1000003841,0,462,1,2,2,461,2,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,56880.0,11944.8,0.0,68824.8
5137,5000005136,1000003842,0,127,1,1,0,1101,1982,FULFILLED,ARS,2,12600.0,1260.0,25200.0,23940.0,23940.0,5027.4,900.0,29867.4
5138,5000005137,1000003843,0,509,1,2,2,2694,2,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,47400.0,9954.0,0.0,57354.0
5139,5000005138,1000003843,0,509,1,2,2,2694,2,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,47400.0,9954.0,0.0,57354.0
5140,5000005139,1000003844,0,308,1,1,0,3076,1884,REFUNDED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1500.0,44188.8
5141,5000005140,1000003845,0,199,1,1,0,2053,2465,PAID,ARS,3,12600.0,0.0,37800.0,37800.0,80550.0,16915.5,1500.0,98965.5
5142,5000005141,1000003845,0,199,2,1,0,2053,2465,PAID,ARS,3,15000.0,2250.0,45000.0,42750.0,80550.0,16915.5,1500.0,98965.5
5143,5000005142,1000003846,0,320,1,1,0,179,1687,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,64020.0,13444.2,900.0,78364.2
5144,5000005143,1000003846,0,320,2,1,0,179,1687,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,64020.0,13444.2,900.0,78364.2
5145,5000005144,1000003847,0,471,2,2,2,3158,2,FULFILLED,ARS,3,16500.0,990.0,49500.0,48510.0,48510.0,10187.1,0.0,58697.1
5146,5000005145,1000003848,0,927,1,1,0,695,2123,PAID,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,1200.0,15720.0
5147,5000005146,1000003849,0,1353,2,2,4,1644,4,PAID,ARS,1,15750.0,315.0,15750.0,15435.0,49635.0,10423.35,0.0,60058.35
5148,5000005147,1000003849,0,1353,1,2,4,1644,4,PAID,ARS,3,12000.0,1800.0,36000.0,34200.0,49635.0,10423.35,0.0,60058.35
5149,5000005148,1000003850,0,1307,1,1,0,166,26,PAID,ARS,2,12000.0,480.0,24000.0,23520.0,52920.0,11113.2,900.0,64933.2
5150,5000005149,1000003850,0,1307,2,1,0,166,26,PAID,ARS,2,15000.0,600.0,30000.0,29400.0,52920.0,11113.2,900.0,64933.2
5151,5000005150,1000003851,0,506,2,2,2,0,2,PAID,ARS,1,15750.0,0.0,15750.0,15750.0,39510.0,8297.1,0.0,47807.1
5152,5000005151,1000003851,0,506,1,2,2,0,2,PAID,ARS,2,13200.0,2640.0,26400.0,23760.0,39510.0,8297.1,0.0,47807.1
5153,5000005152,1000003852,0,575,1,2,1,2428,1,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,32400.0,6804.0,0.0,39204.0
5154,5000005153,1000003853,0,79,1,2,1,1559,1,FULFILLED,ARS,3,10800.0,648.0,32400.0,31752.0,31752.0,6667.92,0.0,38419.92
5155,5000005154,1000003854,0,1118,1,1,0,1322,218,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,1200.0,28788.0
5156,5000005155,1000003855,0,735,1,1,0,728,2419,FULFILLED,ARS,1,12600.0,0.0,12600.0,12600.0,34200.0,7182.0,0.0,41382.0
5157,5000005156,1000003855,0,735,1,1,0,728,2419,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,34200.0,7182.0,0.0,41382.0
5158,5000005157,1000003856,0,1246,2,2,3,514,3,CANCELLED,ARS,2,15000.0,600.0,30000.0,29400.0,41160.0,8643.6,0.0,49803.6
5159,5000005158,1000003856,0,1246,1,2,3,514,3,CANCELLED,ARS,1,12000.0,240.0,12000.0,11760.0,41160.0,8643.6,0.0,49803.6
5160,5000005159,1000003857,0,1078,1,1,0,0,863,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,11400.0,2394.0,0.0,13794.0
5161,5000005160,1000003858,0,1142,2,1,0,0,1331,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,900.0,19050.0
5162,5000005161,1000003859,0,474,2,2,1,1035,1,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,0.0,18150.0
5163,5000005162,1000003860,0,1015,1,2,4,1171,4,CANCELLED,ARS,2,12600.0,1260.0,25200.0,23940.0,23940.0,5027.4,0.0,28967.4
5164,5000005163,1000003861,0,970,1,2,1,0,1,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,0.0,43560.0
5165,5000005164,1000003862,0,962,2,2,1,0,1,FULFILLED,ARS,3,13500.0,810.0,40500.0,39690.0,39690.0,8334.9,0.0,48024.9
5166,5000005165,1000003863,0,1224,1,2,1,950,1,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,0.0,13068.0
5167,5000005166,1000003864,0,1330,1,1,0,1552,1351,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,45600.0,9576.0,1200.0,56376.0
5168,5000005167,1000003864,0,1330,1,1,0,1552,1351,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,45600.0,9576.0,1200.0,56376.0
5169,5000005168,1000003865,0,1121,2,2,2,3011,2,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,0.0,36300.0
5170,5000005169,1000003866,0,1,1,2,2,0,2,CANCELLED,ARS,3,12000.0,3600.0,36000.0,32400.0,32400.0,6804.0,0.0,39204.0
5171,5000005170,1000003867,0,530,1,1,0,543,1933,PAID,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,1200.0,28788.0
5172,5000005171,1000003868,0,793,1,2,2,74,2,FULFILLED,ARS,3,12600.0,756.0,37800.0,37044.0,37044.0,7779.24,0.0,44823.24
5173,5000005172,1000003869,0,348,2,2,2,820,2,FULFILLED,ARS,2,13500.0,540.0,27000.0,26460.0,26460.0,5556.6,0.0,32016.6
5174,5000005173,1000003870,0,621,2,1,0,3168,1094,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,56850.0,11938.5,1500.0,70288.5
5175,5000005174,1000003870,0,621,2,1,0,3168,1094,FULFILLED,ARS,2,15750.0,3150.0,31500.0,28350.0,56850.0,11938.5,1500.0,70288.5
5176,5000005175,1000003870,0,621,2,1,0,3168,1094,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,56850.0,11938.5,1500.0,70288.5
5177,5000005176,1000003871,0,279,2,2,1,1987,1,REFUNDED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,0.0,18150.0
5178,5000005177,1000003872,0,462,2,1,0,613,1442,CANCELLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,0.0,49005.0
5179,5000005178,1000003873,0,78,1,2,1,0,1,REFUNDED,ARS,1,12600.0,630.0,12600.0,11970.0,11970.0,2513.7,0.0,14483.7
5180,5000005179,1000003874,0,613,2,1,0,773,393,FULFILLED,ARS,2,15000.0,1500.0,30000.0,28500.0,28500.0,5985.0,1200.0,35685.0
5181,5000005180,1000003875,0,1101,2,2,1,1159,1,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,0.0,17787.0
5182,5000005181,1000003876,0,154,1,1,0,163,1244,FULFILLED,ARS,2,12600.0,504.0,25200.0,24696.0,39396.0,8273.16,1200.0,48869.16
5183,5000005182,1000003876,0,154,2,1,0,163,1244,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,39396.0,8273.16,1200.0,48869.16
5184,5000005183,1000003877,0,558,2,1,0,1476,694,FULFILLED,ARS,1,13500.0,1350.0,13500.0,12150.0,12150.0,2551.5,900.0,15601.5
5185,5000005184,1000003878,0,373,1,1,0,558,2256,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,56400.0,11844.0,900.0,69144.0
5186,5000005185,1000003878,0,373,1,1,0,558,2256,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,56400.0,11844.0,900.0,69144.0
5187,5000005186,1000003879,0,1385,2,1,0,2049,2185,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,13500.0,2835.0,1200.0,17535.0
5188,5000005187,1000003880,0,1235,1,2,2,490,2,FULFILLED,ARS,3,12000.0,3600.0,36000.0,32400.0,46650.0,9796.5,0.0,56446.5
5189,5000005188,1000003880,0,1235,2,2,2,490,2,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,46650.0,9796.5,0.0,56446.5
5190,5000005189,1000003881,0,346,1,1,0,1219,842,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1200.0,42582.0
5191,5000005190,1000003882,0,1413,2,2,3,1489,3,CANCELLED,ARS,1,13500.0,0.0,13500.0,13500.0,13500.0,2835.0,0.0,16335.0
5192,5000005191,1000003883,0,1072,2,2,1,2832,1,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,0.0,54450.0
5193,5000005192,1000003884,0,59,2,1,0,39,1700,PAID,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,1200.0,54561.0
5194,5000005193,1000003885,0,748,1,1,0,161,1470,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,1200.0,44760.0
