session_sk,session_id,customer_sk,start_date_sk,end_date_sk,source,device,session_duration_min
18902,11000018901,262,0,0,direct,mobile,50.0
18903,11000018902,1395,0,0,direct,desktop,21.0
18904,11000018903,445,0,0,direct,desktop,52.0
18905,11000018904,1436,0,0,direct,mobile,34.0
18906,11000018905,299,0,0,direct,tablet,60.0
18907,11000018906,1008,0,0,ads,mobile,19.0
18908,11000018907,0,0,0,direct,mobile,54.0
18909,11000018908,635,0,0,direct,desktop,14.0
18910,11000018909,791,0,0,direct,mobile,
18911,11000018910,927,0,0,direct,desktop,29.0
18912,11000018911,0,0,0,direct,desktop,24.0
18913,11000018912,712,0,0,referral,mobile,2.0
18914,11000018913,969,0,0,email,mobile,19.0
18915,11000018914,0,0,0,ads,desktop,43.0
18916,11000018915,408,0,0,direct,mobile,58.0
18917,11000018916,1398,0,0,ads,desktop,21.0
18918,11000018917,0,0,0,social,desktop,13.0
18919,11000018918,0,0,0,ads,mobile,31.0
18920,11000018919,0,0,0,email,desktop,32.0
18921,11000018920,0,0,0,referral,desktop,11.0
18922,11000018921,1060,0,0,ads,desktop,23.0
18923,11000018922,945,0,0,direct,desktop,8.0
18924,11000018923,0,0,0,social,mobile,50.0
18925,11000018924,1498,0,0,direct,tablet,54.0
18926,11000018925,0,0,0,referral,mobile,22.0
18927,11000018926,1499,0,0,ads,mobile,51.0
18928,11000018927,0,0,0,referral,desktop,49.0
18929,11000018928,0,0,0,referral,desktop,48.0
18930,11000018929,1434,0,0,referral,mobile,17.0
18931,11000018930,0,0,0,ads,mobile,4.0
18932,11000018931,1356,0,0,ads,mobile,31.0
18933,11000018932,383,0,0,ads,mobile,38.0
18934,11000018933,614,0,0,email,mobile,30.0
18935,11000018934,0,0,0,direct,mobile,20.0
18936,11000018935,0,0,0,referral,mobile,12.0
18937,11000018936,180,0,0,ads,mobile,26.0
18938,11000018937,0,0,0,referral,mobile,9.0
18939,11000018938,0,0,0,referral,desktop,37.0
18940,11000018939,893,0,0,ads,mobile,20.0
18941,11000018940,382,0,0,direct,mobile,27.0
18942,11000018941,1499,0,0,social,mobile,35.0
18943,11000018942,0,0,0,ads,mobile,5.0
18944,11000018943,0,0,0,direct,mobile,52.0
18945,11000018944,0,0,0,referral,desktop,46.0
18946,11000018945,54,0,0,ads,mobile,34.0
18947,11000018946,634,0,0,referral,mobile,23.0
18948,11000018947,1375,0,0,ads,mobile,36.0
18949,11000018948,1065,0,0,ads,desktop,
18950,11000018949,547,0,0,referral,mobile,26.0
18951,11000018950,0,0,0,ads,mobile,31.0
18952,11000018951,1077,0,0,direct,mobile,3.0
18953,11000018952,499,0,0,direct,mobile,29.0
18954,11000018953,1439,0,0,ads,mobile,1.0
18955,11000018954,776,0,0,ads,mobile,44.0
18956,11000018955,185,0,0,direct,desktop,41.0
18957,11000018956,1463,0,0,ads,mobile,29.0
18958,11000018957,1043,0,0,direct,desktop,11.0
18959,11000018958,578,0,0,referral,mobile,3.0
18960,11000018959,93,0,0,direct,tablet,44.0
18961,11000018960,1475,0,0,referral,tablet,3.0
18962,11000018961,403,0,0,email,mobile,41.0
18963,11000018962,0,0,0,referral,mobile,56.0
18964,11000018963,854,0,0,ads,desktop,51.0
18965,11000018964,0,0,0,social,mobile,34.0
18966,11000018965,0,0,0,ads,mobile,49.0
18967,11000018966,0,0,0,email,mobile,27.0
18968,11000018967,494,0,0,social,desktop,39.0
18969,11000018968,35,0,0,social,mobile,51.0
18970,11000018969,0,0,0,referral,desktop,28.0
18971,11000018970,568,0,0,direct,mobile,57.0
18972,11000018971,260,0,0,direct,tablet,6.0
18973,11000018972,272,0,0,social,desktop,21.0
18974,11000018973,1317,0,0,ads,mobile,23.0
18975,11000018974,0,0,0,direct,mobile,46.0
18976,11000018975,0,0,0,ads,mobile,
18977,11000018976,0,0,0,ads,tablet,2.0
18978,11000018977,714,0,0,direct,mobile,
18979,11000018978,1231,0,0,referral,desktop,59.0
18980,11000018979,0,0,0,direct,mobile,31.0
18981,11000018980,0,0,0,ads,mobile,42.0
18982,11000018981,0,0,0,ads,mobile,14.0
18983,11000018982,0,0,0,ads,mobile,9.0
18984,11000018983,1047,0,0,direct,desktop,2.0
18985,11000018984,972,0,0,social,mobile,13.0
18986,11000018985,236,0,0,social,mobile,8.0
18987,11000018986,463,0,0,social,mobile,39.0
18988,11000018987,289,0,0,referral,mobile,37.0
18989,11000018988,1428,0,0,referral,tablet,6.0
18990,11000018989,434,0,0,direct,mobile,41.0
18991,11000018990,41,0,0,ads,desktop,26.0
18992,11000018991,0,0,0,referral,mobile,
18993,11000018992,408,0,0,social,mobile,24.0
18994,11000018993,1284,0,0,direct,desktop,7.0
18995,11000018994,0,0,0,referral,mobile,42.0
18996,11000018995,737,0,0,ads,desktop,19.0
18997,11000018996,834,0,0,referral,desktop,48.0
18998,11000018997,0,0,0,referral,mobile,8.0
18999,11000018998,1068,0,0,ads,mobile,5.0
19000,11000018999,0,0,0,ads,mobile,22.0
19001,11000019000,669,0,0,direct,mobile,24.0
19002,11000019001,0,0,0,direct,desktop,18.0
19003,11000019002,1048,0,0,direct,mobile,51.0
19004,11000019003,39,0,0,direct,desktop,60.0
19005,11000019004,0,0,0,direct,mobile,14.0
19006,11000019005,305,0,0,direct,desktop,30.0
19007,11000019006,0,0,0,direct,tablet,10.0
19008,11000019007,966,0,0,ads,mobile,4.0
19009,11000019008,0,0,0,referral,mobile,11.0
19010,11000019009,205,0,0,email,mobile,28.0
19011,11000019010,0,0,0,referral,mobile,
19012,11000019011,1015,0,0,email,mobile,46.0
19013,11000019012,776,0,0,ads,mobile,46.0
19014,11000019013,1262,0,0,referral,mobile,28.0
19015,11000019014,0,0,0,referral,mobile,51.0
19016,11000019015,0,0,0,ads,desktop,34.0
19017,11000019016,56,0,0,direct,mobile,39.0
19018,11000019017,1361,0,0,email,desktop,14.0
19019,11000019018,951,0,0,email,mobile,34.0
19020,11000019019,1265,0,0,direct,desktop,57.0
19021,11000019020,1258,0,0,referral,desktop,34.0
19022,11000019021,0,0,0,direct,tablet,17.0
19023,11000019022,0,0,0,direct,desktop,7.0
19024,11000019023,152,0,0,direct,desktop,29.0
19025,11000019024,0,0,0,direct,mobile,30.0
19026,11000019025,0,0,0,ads,mobile,44.0
19027,11000019026,812,0,0,direct,mobile,46.0
19028,11000019027,925,0,0,ads,mobile,
19029,11000019028,699,0,0,ads,mobile,
19030,11000019029,296,0,0,email,mobile,
19031,11000019030,1057,0,0,direct,mobile,25.0
19032,11000019031,227,0,0,ads,mobile,19.0
19033,11000019032,0,0,0,ads,mobile,15.0
19034,11000019033,713,0,0,referral,mobile,1.0
19035,11000019034,0,0,0,email,desktop,51.0
19036,11000019035,0,0,0,direct,mobile,53.0
19037,11000019036,0,0,0,direct,desktop,4.0
19038,11000019037,1296,0,0,direct,mobile,32.0
19039,11000019038,408,0,0,social,mobile,55.0
19040,11000019039,34,0,0,email,mobile,20.0
19041,11000019040,911,0,0,social,mobile,
19042,11000019041,0,0,0,ads,desktop,4.0
19043,11000019042,614,0,0,ads,desktop,39.0
19044,11000019043,629,0,0,ads,mobile,59.0
19045,11000019044,276,0,0,ads,mobile,26.0
19046,11000019045,0,0,0,referral,desktop,34.0
19047,11000019046,0,0,0,email,mobile,50.0
19048,11000019047,704,0,0,ads,mobile,12.0
19049,11000019048,488,0,0,referral,desktop,35.0
19050,11000019049,0,0,0,direct,mobile,22.0
19051,11000019050,1064,0,0,direct,mobile,41.0
19052,11000019051,1090,0,0,direct,mobile,54.0
19053,11000019052,1297,0,0,referral,mobile,11.0
19054,11000019053,0,0,0,ads,tablet,20.0
19055,11000019054,0,0,0,direct,mobile,41.0
19056,11000019055,399,0,0,ads,mobile,33.0
19057,11000019056,0,0,0,direct,mobile,34.0
19058,11000019057,261,0,0,email,mobile,4.0
19059,11000019058,0,0,0,email,mobile,22.0
19060,11000019059,0,0,0,ads,mobile,26.0
19061,11000019060,0,0,0,direct,mobile,9.0
19062,11000019061,1070,0,0,direct,mobile,57.0
19063,11000019062,467,0,0,direct,mobile,35.0
19064,11000019063,824,0,0,ads,mobile,4.0
19065,11000019064,317,0,0,social,desktop,33.0
19066,11000019065,578,0,0,direct,mobile,44.0
19067,11000019066,0,0,0,referral,desktop,4.0
19068,11000019067,771,0,0,direct,desktop,33.0
19069,11000019068,1025,0,0,direct,mobile,13.0
19070,11000019069,766,0,0,email,mobile,30.0
19071,11000019070,203,0,0,social,desktop,15.0
19072,11000019071,246,0,0,direct,mobile,15.0
19073,11000019072,0,0,0,direct,mobile,48.0
19074,11000019073,0,0,0,referral,desktop,47.0
19075,11000019074,0,0,0,ads,mobile,43.0
19076,11000019075,1495,0,0,referral,mobile,33.0
19077,11000019076,0,0,0,direct,mobile,21.0
19078,11000019077,0,0,0,direct,mobile,25.0
19079,11000019078,788,0,0,ads,mobile,11.0
19080,11000019079,1188,0,0,referral,mobile,
19081,11000019080,0,0,0,direct,desktop,6.0
19082,11000019081,868,0,0,email,mobile,9.0
19083,11000019082,0,0,0,ads,mobile,60.0
19084,11000019083,193,0,0,ads,mobile,8.0
19085,11000019084,0,0,0,referral,mobile,20.0
19086,11000019085,346,0,0,direct,mobile,52.0
19087,11000019086,592,0,0,referral,mobile,12.0
19088,11000019087,1138,0,0,referral,mobile,57.0
19089,11000019088,737,0,0,email,desktop,34.0
19090,11000019089,323,0,0,social,mobile,1.0
19091,11000019090,0,0,0,email,mobile,12.0
19092,11000019091,0,0,0,social,mobile,32.0
19093,11000019092,0,0,0,email,mobile,
19094,11000019093,0,0,0,social,tablet,24.0
19095,11000019094,1331,0,0,ads,mobile,35.0
19096,11000019095,0,0,0,ads,desktop,13.0
19097,11000019096,916,0,0,email,mobile,35.0
19098,11000019097,244,0,0,referral,desktop,24.0
19099,11000019098,882,0,0,email,desktop,7.0
19100,11000019099,587,0,0,social,mobile,44.0
19101,11000019100,658,0,0,direct,desktop,23.0
19102,11000019101,43,0,0,direct,mobile,19.0
19103,11000019102,480,0,0,social,desktop,25.0
19104,11000019103,0,0,0,ads,mobile,33.0
19105,11000019104,294,0,0,social,desktop,3.0
19106,11000019105,0,0,0,ads,mobile,29.0
19107,11000019106,0,0,0,ads,mobile,28.0
19108,11000019107,0,0,0,direct,mobile,30.0
19109,11000019108,0,0,0,email,mobile,22.0
19110,11000019109,0,0,0,ads,desktop,25.0
19111,11000019110,0,0,0,referral,mobile,42.0
19112,11000019111,554,0,0,ads,desktop,37.0
19113,11000019112,0,0,0,direct,mobile,3.0
19114,11000019113,0,0,0,social,desktop,49.0
19115,11000019114,594,0,0,direct,mobile,17.0
19116,11000019115,0,0,0,direct,mobile,35.0
19117,11000019116,1320,0,0,social,mobile,40.0
19118,11000019117,0,0,0,direct,mobile,48.0
19119,11000019118,576,0,0,social,mobile,54.0
19120,11000019119,689,0,0,email,mobile,7.0
19121,11000019120,726,0,0,referral,desktop,51.0
19122,11000019121,0,0,0,ads,desktop,39.0
19123,11000019122,152,0,0,ads,desktop,1.0
19124,11000019123,0,0,0,direct,tablet,52.0
19125,11000019124,76,0,0,direct,desktop,41.0
19126,11000019125,16,0,0,ads,mobile,5.0
19127,11000019126,200,0,0,referral,desktop,60.0
19128,11000019127,80,0,0,direct,mobile,54.0
19129,11000019128,0,0,0,referral,mobile,60.0
19130,11000019129,467,0,0,direct,tablet,12.0
19131,11000019130,797,0,0,ads,mobile,53.0
19132,11000019131,0,0,0,ads,desktop,20.0
19133,11000019132,0,0,0,direct,mobile,15.0
19134,11000019133,0,0,0,direct,mobile,35.0
19135,11000019134,944,0,0,email,mobile,52.0
19136,11000019135,431,0,0,referral,desktop,40.0
19137,11000019136,0,0,0,ads,mobile,13.0
19138,11000019137,471,0,0,direct,mobile,44.0
19139,11000019138,1056,0,0,direct,mobile,42.0
19140,11000019139,1015,0,0,direct,desktop,4.0
19141,11000019140,0,0,0,ads,mobile,27.0
19142,11000019141,905,0,0,ads,mobile,55.0
19143,11000019142,906,0,0,direct,mobile,
19144,11000019143,0,0,0,ads,mobile,
19145,11000019144,0,0,0,social,mobile,50.0
19146,11000019145,1115,0,0,ads,mobile,51.0
19147,11000019146,1218,0,0,ads,mobile,30.0
19148,11000019147,1492,0,0,referral,mobile,41.0
19149,11000019148,608,0,0,direct,desktop,16.0
19150,11000019149,1339,0,0,direct,mobile,14.0
19151,11000019150,80,0,0,email,desktop,59.0
19152,11000019151,0,0,0,direct,mobile,47.0
19153,11000019152,0,0,0,ads,mobile,57.0
19154,11000019153,0,0,0,direct,mobile,18.0
19155,11000019154,1174,0,0,social,mobile,15.0
19156,11000019155,432,0,0,ads,desktop,41.0
19157,11000019156,522,0,0,direct,mobile,30.0
19158,11000019157,0,0,0,direct,desktop,31.0
19159,11000019158,0,0,0,direct,desktop,19.0
19160,11000019159,305,0,0,direct,mobile,29.0
19161,11000019160,1117,0,0,direct,mobile,36.0
19162,11000019161,744,0,0,direct,desktop,2.0
19163,11000019162,29,0,0,email,desktop,59.0
19164,11000019163,863,0,0,direct,mobile,28.0
19165,11000019164,0,0,0,direct,mobile,40.0
19166,11000019165,428,0,0,email,mobile,27.0
19167,11000019166,1084,0,0,ads,tablet,28.0
19168,11000019167,0,0,0,direct,mobile,52.0
19169,11000019168,157,0,0,ads,desktop,14.0
19170,11000019169,0,0,0,email,desktop,25.0
19171,11000019170,524,0,0,ads,mobile,49.0
19172,11000019171,17,0,0,referral,desktop,31.0
19173,11000019172,0,0,0,referral,mobile,27.0
19174,11000019173,0,0,0,email,desktop,44.0
19175,11000019174,1084,0,0,ads,mobile,41.0
19176,11000019175,0,0,0,ads,mobile,58.0
19177,11000019176,649,0,0,ads,mobile,42.0
19178,11000019177,377,0,0,ads,mobile,46.0
19179,11000019178,704,0,0,ads,mobile,49.0
19180,11000019179,0,0,0,referral,tablet,40.0
19181,11000019180,661,0,0,ads,desktop,27.0
19182,11000019181,240,0,0,referral,tablet,47.0
19183,11000019182,384,0,0,direct,desktop,
19184,11000019183,1360,0,0,direct,desktop,5.0
19185,11000019184,0,0,0,ads,desktop,38.0
19186,11000019185,0,0,0,social,mobile,33.0
19187,11000019186,0,0,0,direct,mobile,27.0
19188,11000019187,671,0,0,ads,desktop,37.0
19189,11000019188,510,0,0,direct,desktop,58.0
19190,11000019189,0,0,0,ads,tablet,25.0
19191,11000019190,923,0,0,direct,mobile,20.0
19192,11000019191,0,0,0,direct,desktop,30.0
19193,11000019192,0,0,0,direct,mobile,
19194,11000019193,0,0,0,social,mobile,37.0
19195,11000019194,360,0,0,ads,mobile,49.0
19196,11000019195,1014,0,0,social,mobile,13.0
19197,11000019196,0,0,0,referral,desktop,20.0
19198,11000019197,988,0,0,ads,mobile,38.0
19199,11000019198,1148,0,0,ads,desktop,37.0
19200,11000019199,366,0,0,ads,mobile,45.0
19201,11000019200,689,0,0,referral,mobile,38.0
19202,11000019201,17,0,0,direct,desktop,
19203,11000019202,0,0,0,direct,mobile,
19204,11000019203,1482,0,0,direct,mobile,16.0
19205,11000019204,0,0,0,ads,mobile,1.0
19206,11000019205,1430,0,0,direct,mobile,31.0
19207,11000019206,525,0,0,ads,mobile,15.0
19208,11000019207,775,0,0,ads,mobile,54.0
19209,11000019208,0,0,0,social,mobile,
19210,11000019209,0,0,0,social,desktop,30.0
19211,11000019210,1312,0,0,referral,mobile,
19212,11000019211,0,0,0,ads,desktop,12.0
19213,11000019212,527,0,0,direct,mobile,47.0
19214,11000019213,0,0,0,referral,desktop,53.0
19215,11000019214,0,0,0,ads,mobile,43.0
19216,11000019215,542,0,0,direct,mobile,15.0
19217,11000019216,364,0,0,ads,mobile,49.0
19218,11000019217,545,0,0,ads,mobile,42.0
19219,11000019218,804,0,0,direct,desktop,15.0
19220,11000019219,1458,0,0,direct,desktop,25.0
19221,11000019220,0,0,0,email,desktop,29.0
19222,11000019221,577,0,0,referral,desktop,5.0
19223,11000019222,921,0,0,direct,mobile,45.0
19224,11000019223,487,0,0,referral,desktop,31.0
19225,11000019224,1038,0,0,email,mobile,37.0
19226,11000019225,81,0,0,referral,mobile,8.0
19227,11000019226,629,0,0,ads,mobile,11.0
19228,11000019227,0,0,0,direct,desktop,9.0
19229,11000019228,0,0,0,ads,mobile,2.0
19230,11000019229,1437,0,0,referral,mobile,5.0
19231,11000019230,542,0,0,social,mobile,52.0
19232,11000019231,616,0,0,direct,tablet,
19233,11000019232,0,0,0,referral,mobile,51.0
19234,11000019233,179,0,0,referral,desktop,5.0
19235,11000019234,607,0,0,ads,desktop,58.0
19236,11000019235,116,0,0,direct,tablet,33.0
19237,11000019236,592,0,0,referral,mobile,54.0
19238,11000019237,0,0,0,referral,mobile,3.0
19239,11000019238,0,0,0,direct,mobile,18.0
19240,11000019239,0,0,0,social,mobile,50.0
19241,11000019240,893,0,0,social,desktop,14.0
19242,11000019241,374,0,0,direct,desktop,21.0
19243,11000019242,1021,0,0,direct,desktop,21.0
19244,11000019243,845,0,0,referral,mobile,59.0
19245,11000019244,0,0,0,direct,mobile,23.0
19246,11000019245,0,0,0,direct,desktop,7.0
19247,11000019246,0,0,0,ads,desktop,58.0
19248,11000019247,0,0,0,ads,desktop,51.0
19249,11000019248,0,0,0,direct,mobile,43.0
19250,11000019249,457,0,0,direct,mobile,44.0
19251,11000019250,739,0,0,email,mobile,28.0
19252,11000019251,0,0,0,social,mobile,55.0
19253,11000019252,0,0,0,email,mobile,27.0
19254,11000019253,0,0,0,social,mobile,38.0
19255,11000019254,0,0,0,referral,mobile,10.0
19256,11000019255,86,0,0,social,mobile,41.0
19257,11000019256,237,0,0,ads,mobile,21.0
19258,11000019257,0,0,0,referral,mobile,8.0
19259,11000019258,466,0,0,ads,mobile,
19260,11000019259,0,0,0,email,mobile,37.0
19261,11000019260,0,0,0,ads,desktop,51.0
19262,11000019261,1028,0,0,direct,mobile,57.0
19263,11000019262,25,0,0,ads,mobile,33.0
19264,11000019263,0,0,0,email,mobile,26.0
19265,11000019264,0,0,0,ads,mobile,54.0
19266,11000019265,0,0,0,ads,mobile,48.0
19267,11000019266,121,0,0,ads,mobile,47.0
19268,11000019267,74,0,0,direct,mobile,29.0
19269,11000019268,202,0,0,referral,desktop,3.0
19270,11000019269,1421,0,0,direct,tablet,15.0
19271,11000019270,0,0,0,referral,mobile,21.0
19272,11000019271,1083,0,0,ads,desktop,16.0
19273,11000019272,515,0,0,ads,desktop,32.0
19274,11000019273,0,0,0,direct,mobile,32.0
19275,11000019274,231,0,0,ads,desktop,29.0
19276,11000019275,225,0,0,direct,mobile,31.0
19277,11000019276,0,0,0,direct,mobile,32.0
19278,11000019277,183,0,0,direct,mobile,34.0
19279,11000019278,1029,0,0,direct,mobile,11.0
19280,11000019279,0,0,0,referral,desktop,35.0
19281,11000019280,696,0,0,direct,mobile,24.0
19282,11000019281,0,0,0,ads,desktop,59.0
19283,11000019282,77,0,0,direct,mobile,29.0
19284,11000019283,944,0,0,direct,mobile,16.0
19285,11000019284,0,0,0,ads,mobile,2.0
19286,11000019285,323,0,0,direct,mobile,3.0
19287,11000019286,0,0,0,direct,desktop,31.0
19288,11000019287,0,0,0,ads,mobile,28.0
19289,11000019288,289,0,0,email,desktop,7.0
19290,11000019289,1107,0,0,direct,mobile,36.0
19291,11000019290,33,0,0,social,mobile,14.0
19292,11000019291,822,0,0,social,desktop,13.0
19293,11000019292,1006,0,0,ads,mobile,23.0
19294,11000019293,92,0,0,ads,tablet,13.0
19295,11000019294,713,0,0,direct,mobile,11.0
19296,11000019295,0,0,0,referral,desktop,16.0
19297,11000019296,292,0,0,direct,mobile,10.0
19298,11000019297,327,0,0,ads,desktop,6.0
19299,11000019298,605,0,0,email,desktop,32.0
19300,11000019299,1254,0,0,direct,desktop,19.0
19301,11000019300,324,0,0,referral,mobile,45.0
19302,11000019301,0,0,0,email,desktop,37.0
19303,11000019302,0,0,0,social,desktop,
19304,11000019303,0,0,0,ads,desktop,53.0
19305,11000019304,102,0,0,referral,mobile,20.0
19306,11000019305,0,0,0,ads,desktop,10.0
19307,11000019306,13,0,0,ads,mobile,49.0
19308,11000019307,777,0,0,ads,mobile,45.0
19309,11000019308,203,0,0,direct,mobile,50.0
19310,11000019309,1107,0,0,referral,desktop,9.0
19311,11000019310,457,0,0,referral,mobile,24.0
19312,11000019311,261,0,0,direct,desktop,4.0
19313,11000019312,204,0,0,social,mobile,21.0
19314,11000019313,752,0,0,ads,desktop,11.0
19315,11000019314,606,0,0,email,tablet,8.0
19316,11000019315,655,0,0,social,mobile,
19317,11000019316,0,0,0,referral,mobile,22.0
19318,11000019317,0,0,0,direct,desktop,51.0
19319,11000019318,0,0,0,direct,desktop,39.0
19320,11000019319,116,0,0,direct,mobile,47.0
19321,11000019320,539,0,0,referral,desktop,29.0
19322,11000019321,550,0,0,direct,mobile,32.0
19323,11000019322,804,0,0,ads,desktop,11.0
19324,11000019323,1482,0,0,referral,mobile,34.0
19325,11000019324,0,0,0,referral,mobile,44.0
19326,11000019325,565,0,0,direct,mobile,11.0
19327,11000019326,0,0,0,social,mobile,43.0
19328,11000019327,31,0,0,direct,desktop,50.0
19329,11000019328,518,0,0,direct,mobile,
19330,11000019329,589,0,0,social,tablet,49.0
19331,11000019330,791,0,0,direct,mobile,16.0
19332,11000019331,0,0,0,email,mobile,10.0
19333,11000019332,0,0,0,direct,mobile,20.0
19334,11000019333,0,0,0,direct,desktop,60.0
19335,11000019334,1146,0,0,direct,mobile,36.0
19336,11000019335,0,0,0,ads,desktop,31.0
19337,11000019336,0,0,0,direct,mobile,21.0
19338,11000019337,863,0,0,social,desktop,51.0
19339,11000019338,543,0,0,ads,mobile,27.0
19340,11000019339,0,0,0,direct,desktop,53.0
19341,11000019340,678,0,0,referral,desktop,4.0
19342,11000019341,68,0,0,referral,desktop,38.0
19343,11000019342,593,0,0,direct,desktop,60.0
19344,11000019343,0,0,0,social,desktop,33.0
19345,11000019344,881,0,0,direct,mobile,41.0
19346,11000019345,518,0,0,direct,desktop,57.0
19347,11000019346,0,0,0,direct,mobile,49.0
19348,11000019347,0,0,0,direct,mobile,15.0
19349,11000019348,39,0,0,referral,desktop,38.0
19350,11000019349,0,0,0,ads,desktop,51.0
19351,11000019350,0,0,0,email,mobile,60.0
19352,11000019351,1277,0,0,ads,mobile,41.0
19353,11000019352,853,0,0,direct,mobile,2.0
19354,11000019353,1191,0,0,social,desktop,25.0
19355,11000019354,470,0,0,ads,mobile,29.0
19356,11000019355,0,0,0,referral,desktop,2.0
19357,11000019356,541,0,0,direct,desktop,46.0
19358,11000019357,298,0,0,ads,mobile,48.0
19359,11000019358,250,0,0,direct,mobile,43.0
19360,11000019359,333,0,0,direct,mobile,28.0
19361,11000019360,604,0,0,direct,desktop,8.0
19362,11000019361,963,0,0,ads,mobile,40.0
19363,11000019362,895,0,0,ads,mobile,54.0
19364,11000019363,808,0,0,direct,mobile,32.0
19365,11000019364,0,0,0,ads,mobile,6.0
19366,11000019365,996,0,0,direct,desktop,8.0
19367,11000019366,0,0,0,ads,desktop,24.0
19368,11000019367,960,0,0,ads,mobile,34.0
19369,11000019368,452,0,0,direct,mobile,4.0
19370,11000019369,678,0,0,social,mobile,47.0
19371,11000019370,1347,0,0,email,mobile,10.0
19372,11000019371,646,0,0,direct,desktop,4.0
19373,11000019372,0,0,0,referral,tablet,33.0
19374,11000019373,1274,0,0,direct,mobile,35.0
19375,11000019374,0,0,0,direct,desktop,59.0
19376,11000019375,872,0,0,referral,mobile,
19377,11000019376,0,0,0,direct,mobile,17.0
19378,11000019377,799,0,0,social,desktop,43.0
19379,11000019378,463,0,0,social,mobile,34.0
19380,11000019379,1254,0,0,ads,mobile,51.0
19381,11000019380,1310,0,0,email,mobile,22.0
19382,11000019381,1019,0,0,referral,desktop,47.0
19383,11000019382,0,0,0,ads,desktop,11.0
19384,11000019383,616,0,0,direct,mobile,53.0
19385,11000019384,360,0,0,direct,mobile,47.0
19386,11000019385,0,0,0,referral,mobile,55.0
19387,11000019386,0,0,0,referral,mobile,31.0
19388,11000019387,62,0,0,ads,desktop,2.0
19389,11000019388,677,0,0,direct,mobile,51.0
19390,11000019389,1147,0,0,email,mobile,54.0
19391,11000019390,0,0,0,direct,mobile,17.0
19392,11000019391,859,0,0,email,mobile,18.0
19393,11000019392,0,0,0,referral,mobile,4.0
19394,11000019393,266,0,0,direct,mobile,37.0
19395,11000019394,1204,0,0,direct,desktop,35.0
19396,11000019395,0,0,0,direct,mobile,7.0
19397,11000019396,1079,0,0,email,mobile,56.0
19398,11000019397,188,0,0,direct,mobile,57.0
19399,11000019398,0,0,0,direct,mobile,57.0
19400,11000019399,1118,0,0,email,mobile,60.0
19401,11000019400,0,0,0,ads,mobile,42.0
19402,11000019401,0,0,0,email,desktop,4.0
19403,11000019402,693,0,0,direct,desktop,53.0
19404,11000019403,0,0,0,ads,mobile,6.0
19405,11000019404,1098,0,0,ads,mobile,45.0
19406,11000019405,1151,0,0,direct,mobile,13.0
19407,11000019406,0,0,0,ads,mobile,27.0
19408,11000019407,480,0,0,direct,tablet,37.0
19409,11000019408,0,0,0,direct,mobile,44.0
19410,11000019409,783,0,0,direct,mobile,26.0
19411,11000019410,0,0,0,direct,mobile,3.0
19412,11000019411,1365,0,0,social,mobile,55.0
19413,11000019412,0,0,0,ads,desktop,38.0
19414,11000019413,0,0,0,direct,mobile,8.0
19415,11000019414,0,0,0,ads,mobile,48.0
19416,11000019415,293,0,0,ads,mobile,34.0
19417,11000019416,1077,0,0,direct,mobile,42.0
19418,11000019417,314,0,0,email,mobile,51.0
19419,11000019418,0,0,0,social,mobile,57.0
19420,11000019419,0,0,0,social,mobile,2.0
19421,11000019420,0,0,0,referral,mobile,26.0
19422,11000019421,504,0,0,referral,mobile,49.0
19423,11000019422,329,0,0,ads,mobile,59.0
19424,11000019423,0,0,0,direct,mobile,35.0
19425,11000019424,735,0,0,ads,mobile,57.0
19426,11000019425,1111,0,0,social,mobile,44.0
19427,11000019426,1261,0,0,referral,desktop,44.0
19428,11000019427,1370,0,0,ads,mobile,36.0
19429,11000019428,218,0,0,referral,mobile,36.0
19430,11000019429,0,0,0,direct,mobile,57.0
19431,11000019430,337,0,0,referral,mobile,10.0
19432,11000019431,917,0,0,referral,mobile,
19433,11000019432,0,0,0,ads,desktop,42.0
19434,11000019433,759,0,0,direct,mobile,19.0
19435,11000019434,368,0,0,social,mobile,7.0
19436,11000019435,1363,0,0,ads,mobile,11.0
19437,11000019436,1193,0,0,ads,mobile,56.0
19438,11000019437,0,0,0,ads,mobile,6.0
19439,11000019438,414,0,0,ads,mobile,38.0
19440,11000019439,844,0,0,direct,mobile,
19441,11000019440,0,0,0,direct,desktop,1.0
19442,11000019441,1324,0,0,direct,desktop,56.0
19443,11000019442,0,0,0,referral,mobile,42.0
19444,11000019443,0,0,0,ads,desktop,10.0
19445,11000019444,1361,0,0,email,mobile,53.0
19446,11000019445,436,0,0,direct,tablet,53.0
19447,11000019446,0,0,0,direct,desktop,
19448,11000019447,0,0,0,ads,desktop,52.0
19449,11000019448,1278,0,0,direct,mobile,55.0
19450,11000019449,587,0,0,direct,desktop,36.0
19451,11000019450,341,0,0,ads,desktop,33.0
19452,11000019451,288,0,0,ads,mobile,35.0
19453,11000019452,851,0,0,referral,mobile,34.0
19454,11000019453,1284,0,0,direct,mobile,54.0
19455,11000019454,952,0,0,ads,desktop,23.0
19456,11000019455,13,0,0,ads,mobile,44.0
19457,11000019456,820,0,0,ads,tablet,32.0
19458,11000019457,715,0,0,referral,mobile,40.0
19459,11000019458,1157,0,0,direct,mobile,16.0
19460,11000019459,0,0,0,direct,desktop,44.0
19461,11000019460,0,0,0,direct,desktop,55.0
19462,11000019461,918,0,0,direct,mobile,55.0
19463,11000019462,0,0,0,ads,desktop,29.0
