payment_sk,payment_id,order_id,method,status,amount,paid_at,transaction_ref
1292,7000001291,1000001291,CARD,PAID,32670.0,2024-03-26 13:29:24,TX-JJUPK5S3VKXS
1293,7000001292,1000001292,GATEWAY,PAID,31392.0,2024-11-28 04:00:43,TX-ADB56EN6Q2G9
1294,7000001293,1000001293,GATEWAY,PAID,29359.2,2024-12-21 05:34:28,TX-5E7SRKFF2920
1295,7000001294,1000001294,CARD,PAID,12806.64,2024-03-19 04:56:37,TX-VILXVXHIDU50
1296,7000001295,1000001295,CARD,PAID,16441.08,2024-05-17 04:14:08,TX-S31JOYK0KRNL
1297,7000001296,1000001296,CARD,REFUNDED,43588.8,2024-02-24 17:50:39,TX-OS8U3PFZR0K0
1298,7000001297,1000001297,TRANSFER,PAID,14520.0,2024-08-17 12:47:50,TX-MJJQGFJ2DZKW
1299,7000001298,1000001298,CARD,FAILED,51110.4,,nan
1300,7000001299,1000001299,CARD,FAILED,43888.8,,nan
1301,7000001300,1000001300,CASH,PAID,17242.5,2025-04-12 15:12:23,TX-DT2MD6T5Y7FE
1302,7000001301,1000001301,CARD,PAID,25022.4,2024-06-17 07:43:02,TX-05D3NIOWPXS8
1303,7000001302,1000001302,CARD,PAID,43124.4,2025-03-05 07:43:37,TX-3FZKXBXI4OBS
1304,7000001303,1000001303,CARD,PAID,54261.0,2024-03-24 03:53:25,TX-EY0ERI41CCY8
1305,7000001304,1000001304,CASH,PAID,76273.56,2024-02-24 04:55:24,TX-P90LGLG6P87I
1306,7000001305,1000001305,CARD,PAID,19965.0,2024-10-14 01:53:07,TX-TSA9HL8YPYRR
1307,7000001306,1000001306,CARD,FAILED,13068.0,,nan
1308,7000001307,1000001307,CARD,PENDING,11761.2,,nan
1309,7000001308,1000001308,CARD,PAID,31036.5,2024-07-20 15:17:03,TX-QQG6GBPEXWIT
1310,7000001309,1000001309,GATEWAY,PAID,74190.75,2024-05-03 02:00:38,TX-IU8XLCK8O8SE
1311,7000001310,1000001310,CARD,FAILED,34485.0,,nan
1312,7000001311,1000001311,GATEWAY,PAID,71859.24,2024-03-15 05:10:34,TX-FA5RQ8K98Y27
1313,7000001312,1000001312,CARD,PAID,13068.0,2024-03-31 14:41:00,TX-JUXE06XE3N52
1314,7000001313,1000001313,GATEWAY,PAID,54861.0,2024-07-11 14:33:43,TX-QANXYLIHCEWN
1315,7000001314,1000001314,GATEWAY,PAID,35985.0,2024-08-31 21:00:44,TX-A2OC8I0PLKB0
1316,7000001315,1000001315,CARD,PAID,33570.0,2025-09-09 02:13:10,TX-XPJNC06N6MPY
1317,7000001316,1000001316,TRANSFER,PAID,35574.0,2024-07-06 16:35:13,TX-NVGJTVIRO3NH
1318,7000001317,1000001317,CARD,FAILED,49551.6,,nan
1319,7000001318,1000001318,GATEWAY,PENDING,30240.0,,nan
1320,7000001319,1000001319,GATEWAY,PAID,71704.2,2024-03-20 02:56:27,TX-EICFARYULYWL
1321,7000001320,1000001320,GATEWAY,PAID,19650.0,2024-08-10 08:59:33,TX-JN375BMGUHQU
1322,7000001321,1000001321,CARD,PAID,52627.5,2024-12-29 21:16:31,TX-LBHWG5742LO6
1323,7000001322,1000001322,GATEWAY,PAID,74293.68,2025-04-11 18:34:32,TX-PHK0VX3GEHLE
1324,7000001323,1000001323,GATEWAY,PAID,35685.0,2024-06-26 04:13:55,TX-0VR2BKQG7746
1325,7000001324,1000001324,CARD,PAID,91693.8,2024-04-10 21:05:36,TX-VUEAF87CLAYP
1326,7000001325,1000001325,CARD,PAID,33570.0,2024-08-15 18:37:49,TX-JCIGHDVV6SFF
1327,7000001326,1000001326,GATEWAY,PAID,62031.54,2025-04-07 19:06:03,TX-OS6AYXM9KPJ5
1328,7000001327,1000001327,CASH,PENDING,13794.0,,nan
1329,7000001328,1000001328,CASH,PAID,57717.0,2024-06-19 00:38:50,TX-V4XNUT7KWAOO
1330,7000001329,1000001329,CASH,REFUNDED,41382.0,2024-11-13 16:15:03,TX-SH2UX6JKL9BL
1331,7000001330,1000001330,TRANSFER,PAID,13068.0,2025-09-27 06:38:11,TX-C5LT67RB7036
1332,7000001331,1000001331,CASH,PAID,34485.0,2024-08-24 18:49:51,TX-VQ3IK5LP54RE
1333,7000001332,1000001332,CASH,PAID,65811.9,2025-07-17 02:30:44,TX-B0LQCJNIYZJ3
1334,7000001333,1000001333,CARD,PAID,54450.0,2025-09-17 11:07:47,TX-ZR012X3NCZ2Z
1335,7000001334,1000001334,GATEWAY,PAID,12661.2,2024-06-30 00:30:55,TX-S8G6W3CJHTXX
1336,7000001335,1000001335,CASH,PAID,25613.28,2025-05-28 20:10:46,TX-WE0BS3RA7GEV
1337,7000001336,1000001336,CARD,PAID,29882.16,2025-09-14 01:42:57,TX-9NCDOJMUDKNR
1338,7000001337,1000001337,CASH,PAID,29040.0,2025-02-01 17:38:38,TX-H9HLV0HQA5ZZ
1339,7000001338,1000001338,CASH,PAID,46899.6,2024-01-03 16:35:02,TX-Q66BZAD1ZWAE
1340,7000001339,1000001339,GATEWAY,PAID,54805.5,2025-06-03 12:29:06,TX-BERLDG4HSJVN
1341,7000001340,1000001340,TRANSFER,PENDING,14520.0,,nan
1342,7000001341,1000001341,CARD,PAID,40404.0,2024-01-26 01:03:43,TX-WFZGINJXXLZL
1343,7000001342,1000001342,CASH,PAID,105088.5,2025-06-11 11:56:02,TX-NZGBLQK6GKJF
1344,7000001343,1000001343,GATEWAY,PAID,15420.0,2025-02-24 09:40:02,TX-V5EPYUPGEOCM
1345,7000001344,1000001344,GATEWAY,PAID,43588.8,2025-06-08 04:52:26,TX-3FX8POK0PNVJ
1346,7000001345,1000001345,TRANSFER,PAID,15972.0,2025-05-18 23:13:00,TX-65GGA23S8W6R
1347,7000001346,1000001346,GATEWAY,PAID,14994.0,2025-02-16 10:37:33,TX-FEHER45VGED9
1348,7000001347,1000001347,CARD,PAID,16446.0,2024-11-11 00:16:34,TX-7HLRI0TT5IQN
1349,7000001348,1000001348,CASH,PAID,49821.75,2025-05-18 18:03:05,TX-WF6RD6RT3OJL
1350,7000001349,1000001349,CARD,PAID,40404.0,2025-05-14 01:54:26,TX-0DZPO8I87R2X
1351,7000001350,1000001350,GATEWAY,PAID,17535.0,2024-08-26 02:07:39,TX-W9YUMX00YDKL
1352,7000001351,1000001351,CARD,PAID,27636.0,2024-08-02 12:21:04,TX-EBBYNAFSYPQR
1353,7000001352,1000001352,CARD,PAID,65703.0,2024-07-02 09:00:31,TX-O5UCRV50YQVI
1354,7000001353,1000001353,TRANSFER,PAID,42688.8,2025-01-06 00:53:36,TX-WJD85KOG3LNO
1355,7000001354,1000001354,CASH,PAID,38419.92,2024-11-06 18:26:53,TX-AN0JR4Y6ER0U
1356,7000001355,1000001355,CARD,FAILED,13068.0,,nan
1357,7000001356,1000001356,CASH,PAID,38115.0,2025-04-28 00:33:09,TX-YSWE7MDXAUJ8
1358,7000001357,1000001357,GATEWAY,PAID,71148.0,2025-02-22 00:54:59,TX-HB3QGDFJX09T
1359,7000001358,1000001358,CARD,PAID,95915.49,2024-12-19 23:00:46,TX-EBF4TQEYBFUM
1360,7000001359,1000001359,CARD,FAILED,44460.0,,nan
1361,7000001360,1000001360,GATEWAY,PENDING,28488.0,,nan
1362,7000001361,1000001361,GATEWAY,PAID,40704.0,2024-12-06 23:06:05,TX-GPUIXKSORQ6G
1363,7000001362,1000001362,CARD,PENDING,15720.0,,nan
1364,7000001363,1000001363,GATEWAY,PAID,39619.92,2025-08-13 04:35:15,TX-G5RGLYT4W0XG
1365,7000001364,1000001364,CARD,PAID,46638.0,2025-04-07 03:50:59,TX-TN9SFO8IPC5G
1366,7000001365,1000001365,CARD,FAILED,47454.75,,nan
1367,7000001366,1000001366,CARD,PAID,50006.64,2024-12-01 13:34:38,TX-N02KBQ44C9LI
1368,7000001367,1000001367,CARD,REFUNDED,40404.0,2025-07-13 03:35:00,TX-SYF2Q99427IT
1369,7000001368,1000001368,GATEWAY,PAID,58672.5,2024-01-18 02:20:54,TX-8D8JYPAKXASO
1370,7000001369,1000001369,GATEWAY,PAID,41382.0,2025-03-03 17:59:05,TX-CCVNLDCKY5KT
1371,7000001370,1000001370,CARD,PAID,40104.0,2025-04-21 13:49:04,TX-KECGXHUDRZFP
1372,7000001371,1000001371,CARD,PAID,38443.8,2025-04-11 09:20:59,TX-SR14GRHDLSGB
1373,7000001372,1000001372,CASH,PAID,16335.0,2025-04-02 10:43:16,TX-HDLZX5G6JZ0G
1374,7000001373,1000001373,CARD,REFUNDED,32771.4,2024-12-29 12:26:39,TX-OID7QSC3HWNR
1375,7000001374,1000001374,CARD,FAILED,55974.6,,nan
1376,7000001375,1000001375,CARD,PAID,70324.8,2025-03-24 03:01:12,TX-ZLQUBWLNF1AI
1377,7000001376,1000001376,CARD,PAID,12414.6,2024-08-07 14:22:27,TX-CBT3ZTMBON24
1378,7000001377,1000001377,CARD,PAID,42688.8,2024-03-14 10:12:53,TX-RLRARV0GK7JV
1379,7000001378,1000001378,CARD,PAID,32670.0,2024-09-29 20:26:22,TX-P9LAKN16MU79
1380,7000001379,1000001379,CARD,PAID,25874.64,2024-07-08 21:32:49,TX-NP2TG7MXAYU0
1381,7000001380,1000001380,CARD,PAID,19866.75,2025-05-17 21:14:32,TX-PO3W9OTHU52A
1382,7000001381,1000001381,CASH,PAID,49005.0,2024-02-22 17:08:54,TX-7NEBR49BMOI3
1383,7000001382,1000001382,TRANSFER,PAID,119245.5,2025-06-20 10:43:25,TX-SF3SDVEF23NR
1384,7000001383,1000001383,GATEWAY,REFUNDED,13721.4,2025-08-21 23:18:14,TX-S3SBGTSVLUOP
1385,7000001384,1000001384,CASH,PAID,56337.6,2024-10-06 15:53:45,TX-VVMFT5I599IL
1386,7000001385,1000001385,CARD,PAID,15720.0,2024-10-23 01:36:32,TX-SXW0XN6R31X5
1387,7000001386,1000001386,CARD,PAID,19350.0,2024-08-02 18:31:44,TX-BAR2ZSIN4SCZ
1388,7000001387,1000001387,CARD,PAID,14994.0,2024-07-24 21:41:07,TX-EFNCY2S70RPP
1389,7000001388,1000001388,CARD,PAID,54754.92,2025-02-14 10:15:41,TX-0VU2FFOWOZML
1390,7000001389,1000001389,GATEWAY,PAID,13794.0,2025-05-02 10:26:40,TX-2A3685MHN77S
1391,7000001390,1000001390,GATEWAY,PAID,40104.0,2025-06-28 23:16:00,TX-P0RLTG4O4C1Y
1392,7000001391,1000001391,CARD,FAILED,43560.0,,nan
1393,7000001392,1000001392,CARD,PAID,24722.4,2024-06-13 13:33:19,TX-LENQWF3NWV6X
1394,7000001393,1000001393,CARD,PAID,30564.6,2024-08-27 04:35:32,TX-UWMKVCB2ITPV
1395,7000001394,1000001394,CASH,REFUNDED,42688.8,2024-01-25 14:45:07,TX-9FRFFM97N5QT
1396,7000001395,1000001395,CARD,PAID,55213.88,2024-10-04 16:17:23,TX-JSGNINS0S62T
1397,7000001396,1000001396,CARD,PAID,16852.56,2024-12-22 07:22:26,TX-AH6IX4R8QGOE
1398,7000001397,1000001397,CASH,PAID,19057.5,2025-07-13 16:34:38,TX-Q8G4BUESR9EY
1399,7000001398,1000001398,CARD,PAID,51455.25,2024-11-10 09:17:31,TX-VDG7EOG9TQFQ
1400,7000001399,1000001399,GATEWAY,REFUNDED,71057.25,2025-02-01 21:43:13,TX-AK33MUH4ZMH4
1401,7000001400,1000001400,CARD,PAID,48054.75,2025-01-02 04:23:46,TX-CH1DVUGFHYZ3
1402,7000001401,1000001401,TRANSFER,PAID,59604.6,2024-12-01 10:39:40,TX-YWZ6DTVLD008
1403,7000001402,1000001402,CARD,PAID,15129.6,2024-07-29 08:09:04,TX-OZKZMNLCJJMS
1404,7000001403,1000001403,GATEWAY,PAID,98764.8,2025-08-04 05:57:08,TX-1ALVY5TYHHMB
1405,7000001404,1000001404,GATEWAY,PAID,50205.0,2025-07-13 09:27:04,TX-XFJOTWU2MYD1
1406,7000001405,1000001405,GATEWAY,PAID,18687.0,2024-04-10 01:11:16,TX-A6STMZXGV254
1407,7000001406,1000001406,CASH,PAID,102583.8,2024-03-29 22:36:01,TX-G45AUCAO5DRM
1408,7000001407,1000001407,GATEWAY,PAID,13068.0,2025-04-26 09:28:11,TX-LM8MQ1F6YSV7
1409,7000001408,1000001408,CARD,PAID,31936.5,2024-08-28 02:44:53,TX-O02MFRG63LHL
1410,7000001409,1000001409,CARD,PAID,52852.56,2025-02-10 15:53:57,TX-GHFW96UEJFJ6
1411,7000001410,1000001410,CARD,PAID,17835.0,2024-07-19 19:54:28,TX-AAR4Z99JSEH3
1412,7000001411,1000001411,GATEWAY,PAID,15841.08,2024-11-08 15:39:22,TX-IOVTNVHE45I0
1413,7000001412,1000001412,GATEWAY,PAID,43888.8,2025-06-24 13:31:01,TX-Q6THYG195XYA
1414,7000001413,1000001413,GATEWAY,PAID,17472.0,2025-07-13 11:03:43,TX-5SEDGPGT33RX
1415,7000001414,1000001414,CARD,PAID,18987.0,2025-06-07 04:27:26,TX-PGACQK4THVYX
1416,7000001415,1000001415,TRANSFER,PAID,34485.0,2024-01-19 07:33:13,TX-XHPFR5CXAJR0
1417,7000001416,1000001416,CARD,PAID,29040.0,2024-12-31 05:37:50,TX-2C4X8VOE9TPI
1418,7000001417,1000001417,TRANSFER,REFUNDED,13794.0,2025-05-02 04:38:12,TX-59UB9ZO5NQR8
1419,7000001418,1000001418,CASH,FAILED,132259.05,,nan
1420,7000001419,1000001419,CARD,PAID,38252.7,2025-01-28 18:07:55,TX-B3NYMV2H7ZX6
1421,7000001420,1000001420,GATEWAY,PAID,15294.0,2024-07-13 22:47:12,TX-XCESRTB8CQYO
1422,7000001421,1000001421,CARD,PAID,58100.25,2024-12-16 06:42:46,TX-G45OK930E3O7
1423,7000001422,1000001422,CARD,REFUNDED,49053.0,2024-04-30 20:36:43,TX-GBIEOWUF75WG
1424,7000001423,1000001423,CASH,PAID,14520.0,2024-04-30 04:53:43,TX-D80OAJ4YSFQP
1425,7000001424,1000001424,GATEWAY,PAID,50505.0,2024-05-12 17:32:12,TX-AWG8P5WQFYR5
1426,7000001425,1000001425,TRANSFER,PAID,30346.8,2024-11-22 05:34:06,TX-I16GQBWL11MI
1427,7000001426,1000001426,CARD,PAID,60984.0,2024-08-02 14:02:24,TX-CYH09WWL1J1K
1428,7000001427,1000001427,CARD,PAID,43560.0,2024-10-02 16:24:49,TX-IWTRNXXVKB36
1429,7000001428,1000001428,CARD,PAID,76847.1,2025-07-03 16:27:01,TX-RW19SG6BYHAD
1430,7000001429,1000001429,GATEWAY,PAID,15429.6,2024-02-08 14:53:47,TX-QUFN9256GKFM
1431,7000001430,1000001430,CASH,PAID,49005.0,2024-10-07 06:37:46,TX-JFK6OLGJJGAW
1432,7000001431,1000001431,GATEWAY,REFUNDED,101785.2,2025-08-03 12:23:36,TX-7BZAJGHMKM81
1433,7000001432,1000001432,CARD,PAID,86414.25,2025-03-23 08:28:45,TX-SDETN3HOJWXU
1434,7000001433,1000001433,GATEWAY,PAID,43560.0,2025-07-20 11:35:33,TX-P4DB71KQ8X8V
1435,7000001434,1000001434,CASH,PAID,61129.2,2025-09-30 05:30:14,TX-Z2H02C0CMEKS
1436,7000001435,1000001435,CASH,PAID,101549.25,2024-02-29 23:42:01,TX-PNG7X0AEY908
1437,7000001436,1000001436,CARD,PAID,27588.0,2024-04-06 17:24:12,TX-7OX402L7NDBW
1438,7000001437,1000001437,CARD,PAID,11761.2,2024-05-31 13:07:51,TX-IQHD6VX67QBH
1439,7000001438,1000001438,CARD,PAID,54450.0,2024-01-09 21:20:49,TX-P8CU58XZUDG5
1440,7000001439,1000001439,GATEWAY,PAID,18687.0,2025-06-23 13:44:11,TX-FAAIBY1G9SFL
1441,7000001440,1000001440,CARD,PAID,17235.0,2024-11-13 12:51:22,TX-WR9L6OAFAZHU
1442,7000001441,1000001441,CARD,PAID,73618.5,2024-09-18 10:35:36,TX-IG5VZLLLWK6Z
1443,7000001442,1000001442,CASH,FAILED,29040.0,,nan
1444,7000001443,1000001443,GATEWAY,PAID,72200.7,2024-05-31 19:41:55,TX-KDUDPE0CTF72
1445,7000001444,1000001444,CARD,FAILED,14921.4,,nan
1446,7000001445,1000001445,CARD,PAID,45520.2,2024-11-16 21:04:01,TX-1XS9QSZ4A1XF
1447,7000001446,1000001446,CASH,PAID,44286.0,2024-03-12 06:00:03,TX-6DFRZHXKA7UA
1448,7000001447,1000001447,CARD,FAILED,43451.1,,nan
1449,7000001448,1000001448,CASH,PAID,28459.2,2024-12-20 15:44:36,TX-F4ZKRWAYE537
1450,7000001449,1000001449,CARD,PAID,15246.0,2025-05-01 14:48:30,TX-4O724M9RABPK
1451,7000001450,1000001450,GATEWAY,PAID,16746.0,2024-07-09 08:49:45,TX-SY4YSLCJNIO8
1452,7000001451,1000001451,CARD,PAID,99384.24,2025-08-23 11:14:40,TX-R0NZSPA2RZ6B
1453,7000001452,1000001452,CASH,PAID,100914.0,2025-05-01 09:48:09,TX-UOJDY08VM4KC
1454,7000001453,1000001453,CARD,PAID,13794.0,2025-08-04 20:04:05,TX-0MUVV7WAO58J
1455,7000001454,1000001454,CARD,PAID,30748.2,2025-02-24 20:54:51,TX-4NLGV1OF6BCW
1456,7000001455,1000001455,GATEWAY,PAID,50205.0,2025-07-19 08:45:49,TX-21ZWS4NG692U
1457,7000001456,1000001456,CARD,PAID,64817.28,2024-01-21 15:48:47,TX-501EVGVTN77R
1458,7000001457,1000001457,CARD,PAID,14568.0,2024-03-23 10:41:00,TX-T9UK3J916JCM
1459,7000001458,1000001458,GATEWAY,PAID,55350.0,2024-02-12 20:19:58,TX-T9RYWWC8PH9M
1460,7000001459,1000001459,GATEWAY,PAID,67329.0,2024-06-13 13:35:48,TX-GVVY0BQJW3E1
1461,7000001460,1000001460,CASH,FAILED,73507.5,,nan
1462,7000001461,1000001461,CASH,PAID,29882.16,2024-02-19 08:41:41,TX-VO5CQPOWJW66
1463,7000001462,1000001462,CARD,PAID,76484.1,2024-07-10 02:05:19,TX-LQWUY6BIB8PO
1464,7000001463,1000001463,CARD,PAID,59851.2,2025-02-09 20:03:58,TX-Q77IC7EBKM7Q
1465,7000001464,1000001464,CASH,PAID,81791.16,2024-04-17 03:37:35,TX-GMMTFHSFS34S
1466,7000001465,1000001465,CARD,PAID,38743.8,2024-05-12 14:08:06,TX-TX73762G9SQY
1467,7000001466,1000001466,GATEWAY,FAILED,38253.75,,nan
1468,7000001467,1000001467,TRANSFER,PAID,31036.5,2024-02-17 06:32:27,TX-G51M922RFS3S
1469,7000001468,1000001468,CARD,PAID,32307.0,2025-08-15 06:02:00,TX-HZG3KC1AVEE1
1470,7000001469,1000001469,GATEWAY,PAID,14268.0,2024-01-05 06:56:23,TX-ZK2HACI167DV
1471,7000001470,1000001470,GATEWAY,PAID,42064.2,2024-09-30 03:02:35,TX-G7YKOVFZKIJN
1472,7000001471,1000001471,CARD,PAID,17787.0,2024-05-05 21:38:02,TX-LABEUL52E63Z
1473,7000001472,1000001472,CASH,PAID,54722.25,2024-03-26 02:29:00,TX-OH90EMIU2DG7
1474,7000001473,1000001473,GATEWAY,PAID,43308.0,2024-07-18 09:37:44,TX-1JECCOAVBMWB
1475,7000001474,1000001474,GATEWAY,PAID,69018.0,2024-12-01 01:44:18,TX-UZ6MRXLC88DI
1476,7000001475,1000001475,CARD,PAID,108900.0,2025-06-17 00:48:17,TX-ZBYIBIVR1X0D
1477,7000001476,1000001476,CARD,PAID,50505.0,2024-01-03 07:29:03,TX-EGVP6U3T78H9
1478,7000001477,1000001477,CARD,PAID,29659.2,2024-03-24 10:01:01,TX-0SKOXTPI98ME
1479,7000001478,1000001478,CARD,PAID,41188.08,2025-08-07 03:52:18,TX-OP23BQG3E3AE
1480,7000001479,1000001479,GATEWAY,FAILED,45738.0,,nan
1481,7000001480,1000001480,CASH,REFUNDED,44921.25,2025-04-21 09:40:10,TX-H1IMBNC41J6R
1482,7000001481,1000001481,CASH,PAID,67881.0,2024-04-13 15:10:06,TX-BNCZPJDJK0X3
1483,7000001482,1000001482,CARD,PAID,29040.0,2025-02-15 13:22:40,TX-XQIB8I0CP6SF
1484,7000001483,1000001483,CASH,PAID,48024.9,2024-07-22 20:16:41,TX-HF1FF1NMT3ZW
1485,7000001484,1000001484,CARD,PAID,78843.6,2024-09-17 04:27:12,TX-NMOKBKS65T2V
1486,7000001485,1000001485,GATEWAY,REFUNDED,82401.0,2024-12-30 19:53:05,TX-LFAPMODOXGYL
1487,7000001486,1000001486,CARD,PAID,52272.0,2024-07-09 17:57:08,TX-MD7JITKHBBLB
1488,7000001487,1000001487,GATEWAY,REFUNDED,13068.0,2024-08-18 09:47:21,TX-3ZRSRDQVVR2D
1489,7000001488,1000001488,CARD,PAID,16852.56,2024-10-03 12:49:49,TX-B3TT23MCGVTZ
1490,7000001489,1000001489,CARD,PAID,15972.0,2025-07-31 22:14:01,TX-82CRG7A1Z6OF
1491,7000001490,1000001490,GATEWAY,PAID,13314.6,2024-05-17 21:06:47,TX-9UDJJP19B4GM
1492,7000001491,1000001491,CARD,PAID,92429.16,2025-01-31 15:09:03,TX-9XM98LNX8IGN
1493,7000001492,1000001492,CASH,PAID,17242.5,2024-07-02 07:29:31,TX-LZN3X1OSG1QB
1494,7000001493,1000001493,GATEWAY,PAID,35203.5,2025-05-21 13:05:59,TX-9G19TQGCHGRG
1495,7000001494,1000001494,GATEWAY,PAID,29867.4,2025-07-18 16:41:02,TX-5TZK8RN2W3MN
1496,7000001495,1000001495,CASH,PAID,56029.05,2024-03-24 19:42:28,TX-MVDU1SYJ4645
1497,7000001496,1000001496,CARD,PAID,41382.0,2024-11-06 22:09:21,TX-K0C60UE1QIZ4
1498,7000001497,1000001497,CASH,PAID,16335.0,2025-05-02 15:34:05,TX-7N5MWCSLVMAF
1499,7000001498,1000001498,CARD,PAID,39930.0,2024-02-24 03:30:47,TX-A6SEV4PVENK1
1500,7000001499,1000001499,CARD,PAID,37137.0,2024-08-22 19:07:58,TX-0V9L1R6QSQGS
1501,7000001500,1000001500,CARD,PAID,14483.7,2024-01-30 09:27:13,TX-YGUSOSN3MOBA
1502,7000001501,1000001501,CASH,PAID,101277.0,2025-01-01 16:28:59,TX-S4OMG7ZT9MBT
1503,7000001502,1000001502,GATEWAY,PAID,66392.7,2024-12-13 11:12:56,TX-KN0JZYU3LNPC
1504,7000001503,1000001503,CASH,PAID,14520.0,2024-04-12 06:45:23,TX-S76YKXAXLW8B
1505,7000001504,1000001504,CARD,PAID,39204.0,2025-02-26 21:30:55,TX-U1U57JGD5622
1506,7000001505,1000001505,TRANSFER,PAID,49005.0,2025-08-23 07:57:51,TX-UPX7WN10WCXY
1507,7000001506,1000001506,GATEWAY,PAID,30240.0,2025-06-25 22:37:27,TX-34QT3KSK4DPG
1508,7000001507,1000001507,CARD,FAILED,45723.24,,nan
1509,7000001508,1000001508,CASH,PAID,13068.0,2024-12-16 19:56:25,TX-JFA3LVFZR4XX
1510,7000001509,1000001509,CARD,PAID,37137.0,2025-10-03 12:18:09,TX-L8VLSHY7AI60
1511,7000001510,1000001510,CARD,PAID,92385.6,2024-05-10 08:16:54,TX-2SGAAQEYE3V7
1512,7000001511,1000001511,CARD,REFUNDED,30303.0,2024-07-31 00:22:23,TX-QPCPHEN6X2W6
1513,7000001512,1000001512,GATEWAY,PAID,44760.0,2024-03-29 21:03:02,TX-8KYW2P0ZR514
1514,7000001513,1000001513,TRANSFER,PENDING,27951.0,,nan
1515,7000001514,1000001514,CARD,PAID,18142.5,2025-08-02 18:11:25,TX-982VHFMUGH9V
1516,7000001515,1000001515,CARD,PAID,44760.0,2025-09-02 22:18:32,TX-VMBBS4WD9EBO
1517,7000001516,1000001516,CARD,PAID,55650.0,2024-12-31 16:40:36,TX-UIU30Y7CJOA9
1518,7000001517,1000001517,CASH,PAID,51455.25,2025-09-07 05:41:51,TX-7KADC5R25ECR
1519,7000001518,1000001518,CARD,PAID,50205.0,2024-09-08 18:11:06,TX-TVETN3GUJS4O
1520,7000001519,1000001519,CARD,PAID,45912.0,2024-11-27 12:33:05,TX-8F16EK79HB82
1521,7000001520,1000001520,CASH,REFUNDED,45865.05,2025-06-06 23:34:34,TX-JBS6E9QYRKO0
1522,7000001521,1000001521,CASH,PAID,56628.0,2024-06-08 12:39:50,TX-710Q6FCE11V7
1523,7000001522,1000001522,CARD,PAID,43451.1,2024-11-22 08:32:47,TX-049RRJW2JY56
1524,7000001523,1000001523,TRANSFER,PAID,45701.7,2024-12-24 18:10:09,TX-LGD2KZC3XJ6M
1525,7000001524,1000001524,CARD,PAID,35574.0,2025-04-17 09:56:03,TX-IETCPS99ILIJ
1526,7000001525,1000001525,GATEWAY,PAID,18051.75,2025-03-13 05:06:34,TX-KI0B5DJAKCQA
1527,7000001526,1000001526,CARD,PENDING,27636.0,,nan
1528,7000001527,1000001527,CASH,PENDING,41382.0,,nan
1529,7000001528,1000001528,CARD,PAID,80515.5,2024-01-01 15:54:18,TX-LAJAZUCX0305
1530,7000001529,1000001529,CARD,PAID,13794.0,2024-09-03 13:45:46,TX-A9WSL4IRBO2V
1531,7000001530,1000001530,CARD,FAILED,42664.2,,nan
1532,7000001531,1000001531,GATEWAY,PAID,50558.4,2025-04-09 14:51:16,TX-U74N72YK938B
1533,7000001532,1000001532,CARD,PAID,36209.25,2024-03-30 08:55:24,TX-62QHGENYPV1Y
1534,7000001533,1000001533,CARD,PAID,41382.0,2025-05-20 11:46:01,TX-1W3WRRDU2PLC
1535,7000001534,1000001534,CARD,PAID,48233.91,2024-11-13 00:20:47,TX-YD5WF9BSTY01
1536,7000001535,1000001535,GATEWAY,REFUNDED,83490.0,2024-11-13 15:26:04,TX-YOV03RK3MZGH
1537,7000001536,1000001536,TRANSFER,PAID,17787.0,2024-04-13 16:56:37,TX-MJ0ESPVXWAYJ
1538,7000001537,1000001537,CARD,PAID,13068.0,2024-08-28 03:23:50,TX-GS7I05PK4BLR
1539,7000001538,1000001538,CARD,PENDING,30129.0,,nan
1540,7000001539,1000001539,CASH,PAID,39131.4,2025-02-18 11:52:57,TX-6CCEESF78EFN
1541,7000001540,1000001540,CARD,PAID,67329.0,2024-04-09 00:06:37,TX-OBQQOJ8CGNM3
1542,7000001541,1000001541,CARD,PAID,43560.0,2024-05-30 14:21:47,TX-ZLI8WR7YJZO4
1543,7000001542,1000001542,GATEWAY,REFUNDED,52627.5,2025-03-04 13:14:31,TX-XIC5JXJ9W48U
1544,7000001543,1000001543,GATEWAY,REFUNDED,50205.0,2025-07-03 17:17:52,TX-X8UQTTWR2RAU
1545,7000001544,1000001544,CARD,PAID,67447.5,2025-06-19 05:24:00,TX-ZIAO56EKZSBH
1546,7000001545,1000001545,GATEWAY,PAID,18442.5,2024-06-13 21:55:07,TX-B2BB1PMNONZP
1547,7000001546,1000001546,CARD,PAID,26136.0,2024-01-11 16:11:19,TX-F4HA28LXTJMT
1548,7000001547,1000001547,CARD,PAID,46901.7,2025-06-17 10:59:50,TX-BKI13Y6YF36N
1549,7000001548,1000001548,GATEWAY,PAID,50505.0,2025-04-11 11:50:28,TX-XI3KHMH50GK5
1550,7000001549,1000001549,CASH,PAID,17242.5,2024-03-23 21:15:12,TX-OZM18IOERUW3
1551,7000001550,1000001550,CARD,FAILED,33870.0,,nan
1552,7000001551,1000001551,GATEWAY,PAID,42688.8,2025-02-04 04:40:52,TX-PQ7RTHQRH822
1553,7000001552,1000001552,GATEWAY,PAID,44460.0,2025-01-23 07:52:44,TX-3CX99Q75TJVE
1554,7000001553,1000001553,CARD,PAID,20557.5,2024-08-21 14:49:31,TX-S02WRSHKWTNK
1555,7000001554,1000001554,CARD,REFUNDED,87294.0,2024-05-18 21:51:56,TX-V6MI3GLB04QM
