nps_sk,nps_id,customer_sk,channel_sk,responded_date_sk,score,comment,comment_length
474,13000000473,540,1,0,4.0,Muy conforme con la calidad,27
475,13000000474,1161,1,0,6.0,Entrega rápida y producto excelente,35
476,13000000475,895,1,0,8.0,Todo perfecto,13
477,13000000476,399,1,0,6.0,,3
478,13000000477,77,1,0,10.0,Tardó un poco más de lo esperado,32
479,13000000478,754,2,0,0.0,,3
480,13000000479,1253,1,0,7.0,Podría mejorar el empaque,25
481,13000000480,1117,1,0,6.0,Muy conforme con la calidad,27
482,13000000481,413,1,0,6.0,Volvería a comprar,18
483,13000000482,40,2,0,8.0,Atención muy buena,18
484,13000000483,403,1,0,1.0,Entrega rápida y producto excelente,35
485,13000000484,1482,1,0,6.0,Todo perfecto,13
486,13000000485,790,1,0,9.0,Podría mejorar el empaque,25
487,13000000486,891,1,0,0.0,Entrega rápida y producto excelente,35
488,13000000487,819,2,0,7.0,Muy conforme con la calidad,27
489,13000000488,474,2,0,9.0,,3
490,13000000489,1332,1,0,8.0,Entrega rápida y producto excelente,35
491,13000000490,305,1,0,4.0,Todo perfecto,13
492,13000000491,400,2,0,7.0,Atención muy buena,18
493,13000000492,415,2,0,9.0,Todo perfecto,13
494,13000000493,739,2,0,9.0,Tardó un poco más de lo esperado,32
495,13000000494,45,1,0,4.0,Muy conforme con la calidad,27
496,13000000495,584,2,0,8.0,Todo perfecto,13
497,13000000496,305,1,0,9.0,Entrega rápida y producto excelente,35
498,13000000497,1061,2,0,4.0,Volvería a comprar,18
499,13000000498,1051,2,0,9.0,Todo perfecto,13
500,13000000499,981,1,0,8.0,Podría mejorar el empaque,25
501,13000000500,381,1,0,7.0,Entrega rápida y producto excelente,35
502,13000000501,866,1,0,2.0,Tardó un poco más de lo esperado,32
503,13000000502,323,1,0,9.0,Podría mejorar el empaque,25
504,13000000503,1223,2,0,8.0,Muy conforme con la calidad,27
505,13000000504,728,2,0,3.0,Podría mejorar el empaque,25
506,13000000505,176,1,0,8.0,Muy conforme con la calidad,27
507,13000000506,620,1,0,3.0,Atención muy buena,18
508,13000000507,11,2,0,8.0,Atención muy buena,18
509,13000000508,866,1,0,5.0,Podría mejorar el empaque,25
510,13000000509,609,1,0,9.0,Volvería a comprar,18
511,13000000510,662,1,0,6.0,Entrega rápida y producto excelente,35
512,13000000511,1304,2,0,3.0,Podría mejorar el empaque,25
513,13000000512,1358,1,0,5.0,Entrega rápida y producto excelente,35
514,13000000513,1396,2,0,8.0,Tardó un poco más de lo esperado,32
515,13000000514,921,1,0,7.0,Todo perfecto,13
516,13000000515,193,2,0,9.0,Todo perfecto,13
517,13000000516,1366,1,0,7.0,Podría mejorar el empaque,25
518,13000000517,4,2,0,8.0,,3
519,13000000518,373,1,0,4.0,Entrega rápida y producto excelente,35
520,13000000519,3,2,0,10.0,Todo perfecto,13
521,13000000520,156,2,0,2.0,Muy conforme con la calidad,27
522,13000000521,1274,2,0,6.0,Muy conforme con la calidad,27
523,13000000522,1200,1,0,9.0,Volvería a comprar,18
524,13000000523,1271,2,0,9.0,Podría mejorar el empaque,25
525,13000000524,1089,1,0,10.0,Todo perfecto,13
526,13000000525,1399,2,0,9.0,Entrega rápida y producto excelente,35
527,13000000526,20,1,0,8.0,Volvería a comprar,18
528,13000000527,874,2,0,9.0,Atención muy buena,18
529,13000000528,919,2,0,7.0,Tardó un poco más de lo esperado,32
530,13000000529,885,1,0,9.0,Podría mejorar el empaque,25
531,13000000530,123,2,0,2.0,Muy conforme con la calidad,27
532,13000000531,301,1,0,10.0,Todo perfecto,13
533,13000000532,1172,1,0,5.0,Todo perfecto,13
534,13000000533,1334,2,0,7.0,Todo perfecto,13
535,13000000534,1462,2,0,3.0,Volvería a comprar,18
536,13000000535,1393,2,0,8.0,Atención muy buena,18
537,13000000536,1220,1,0,10.0,Todo perfecto,13
538,13000000537,1355,1,0,0.0,Podría mejorar el empaque,25
539,13000000538,27,2,0,8.0,Tardó un poco más de lo esperado,32
540,13000000539,921,1,0,3.0,Volvería a comprar,18
541,13000000540,1469,2,0,9.0,Volvería a comprar,18
542,13000000541,1228,1,0,9.0,Muy conforme con la calidad,27
543,13000000542,1123,2,0,7.0,Tardó un poco más de lo esperado,32
544,13000000543,125,1,0,8.0,Entrega rápida y producto excelente,35
545,13000000544,476,1,0,9.0,,3
546,13000000545,833,1,0,5.0,Volvería a comprar,18
547,13000000546,253,1,0,10.0,Muy conforme con la calidad,27
548,13000000547,398,1,0,9.0,Podría mejorar el empaque,25
549,13000000548,253,2,0,9.0,Todo perfecto,13
550,13000000549,206,2,0,9.0,Atención muy buena,18
551,13000000550,899,1,0,8.0,Muy conforme con la calidad,27
552,13000000551,1254,1,0,3.0,Tardó un poco más de lo esperado,32
553,13000000552,1317,2,0,10.0,Podría mejorar el empaque,25
554,13000000553,466,1,0,8.0,,3
555,13000000554,191,1,0,9.0,Atención muy buena,18
556,13000000555,362,2,0,10.0,Muy conforme con la calidad,27
557,13000000556,263,1,0,7.0,,3
558,13000000557,1473,2,0,10.0,Entrega rápida y producto excelente,35
559,13000000558,1494,1,0,10.0,Muy conforme con la calidad,27
560,13000000559,359,1,0,3.0,Muy conforme con la calidad,27
561,13000000560,181,1,0,10.0,Todo perfecto,13
562,13000000561,682,1,0,10.0,Volvería a comprar,18
563,13000000562,1142,1,0,9.0,Entrega rápida y producto excelente,35
564,13000000563,475,1,0,8.0,Entrega rápida y producto excelente,35
565,13000000564,541,1,0,10.0,Atención muy buena,18
566,13000000565,1344,1,0,10.0,Todo perfecto,13
567,13000000566,561,2,0,10.0,Muy conforme con la calidad,27
568,13000000567,981,2,0,8.0,Podría mejorar el empaque,25
569,13000000568,311,1,0,7.0,Muy conforme con la calidad,27
570,13000000569,1007,2,0,7.0,Atención muy buena,18
571,13000000570,952,2,0,6.0,,3
572,13000000571,1464,1,0,8.0,Atención muy buena,18
573,13000000572,863,2,0,9.0,Todo perfecto,13
574,13000000573,724,2,0,6.0,Todo perfecto,13
575,13000000574,612,1,0,7.0,Atención muy buena,18
576,13000000575,382,1,0,5.0,Entrega rápida y producto excelente,35
577,13000000576,311,1,0,8.0,Todo perfecto,13
578,13000000577,1041,2,0,9.0,Podría mejorar el empaque,25
579,13000000578,816,1,0,7.0,Atención muy buena,18
580,13000000579,189,2,0,6.0,Volvería a comprar,18
581,13000000580,1133,2,0,0.0,Todo perfecto,13
582,13000000581,1095,1,0,7.0,Volvería a comprar,18
583,13000000582,468,2,0,1.0,Todo perfecto,13
584,13000000583,416,2,0,1.0,Muy conforme con la calidad,27
585,13000000584,707,1,0,10.0,Volvería a comprar,18
586,13000000585,1375,1,0,7.0,Atención muy buena,18
587,13000000586,689,2,0,7.0,Atención muy buena,18
588,13000000587,759,2,0,7.0,Atención muy buena,18
589,13000000588,152,2,0,7.0,Atención muy buena,18
590,13000000589,724,2,0,5.0,Tardó un poco más de lo esperado,32
591,13000000590,495,1,0,6.0,Muy conforme con la calidad,27
592,13000000591,1104,1,0,4.0,,3
593,13000000592,1158,1,0,0.0,,3
594,13000000593,932,1,0,9.0,Todo perfecto,13
595,13000000594,150,1,0,2.0,Volvería a comprar,18
596,13000000595,323,2,0,2.0,Podría mejorar el empaque,25
597,13000000596,536,1,0,5.0,Atención muy buena,18
598,13000000597,1245,1,0,10.0,Todo perfecto,13
599,13000000598,1284,1,0,6.0,Podría mejorar el empaque,25
600,13000000599,1168,1,0,3.0,Muy conforme con la calidad,27
601,13000000600,1346,1,0,10.0,Podría mejorar el empaque,25
602,13000000601,213,1,0,7.0,Muy conforme con la calidad,27
603,13000000602,311,2,0,7.0,Atención muy buena,18
604,13000000603,32,2,0,9.0,Entrega rápida y producto excelente,35
605,13000000604,606,1,0,7.0,Atención muy buena,18
606,13000000605,1309,2,0,9.0,Volvería a comprar,18
607,13000000606,833,1,0,7.0,Volvería a comprar,18
608,13000000607,1123,2,0,9.0,Entrega rápida y producto excelente,35
609,13000000608,878,2,0,8.0,Tardó un poco más de lo esperado,32
610,13000000609,1317,2,0,8.0,,3
611,13000000610,218,2,0,9.0,Entrega rápida y producto excelente,35
612,13000000611,1456,1,0,8.0,Volvería a comprar,18
613,13000000612,987,1,0,9.0,Muy conforme con la calidad,27
614,13000000613,75,2,0,10.0,Volvería a comprar,18
615,13000000614,649,2,0,1.0,Volvería a comprar,18
616,13000000615,1095,1,0,6.0,Atención muy buena,18
617,13000000616,1136,2,0,9.0,Tardó un poco más de lo esperado,32
618,13000000617,1046,1,0,7.0,Atención muy buena,18
619,13000000618,1339,2,0,8.0,Todo perfecto,13
620,13000000619,724,1,0,3.0,Volvería a comprar,18
621,13000000620,32,2,0,0.0,Muy conforme con la calidad,27
622,13000000621,728,1,0,8.0,Atención muy buena,18
623,13000000622,299,1,0,7.0,Atención muy buena,18
624,13000000623,299,1,0,5.0,Muy conforme con la calidad,27
625,13000000624,404,1,0,7.0,Podría mejorar el empaque,25
626,13000000625,138,2,0,10.0,Muy conforme con la calidad,27
627,13000000626,1270,1,0,9.0,Entrega rápida y producto excelente,35
628,13000000627,1116,1,0,7.0,Todo perfecto,13
629,13000000628,239,1,0,5.0,Entrega rápida y producto excelente,35
630,13000000629,849,2,0,10.0,Volvería a comprar,18
631,13000000630,1432,2,0,9.0,Volvería a comprar,18
632,13000000631,109,2,0,0.0,Entrega rápida y producto excelente,35
633,13000000632,117,2,0,9.0,Volvería a comprar,18
634,13000000633,1007,2,0,2.0,Podría mejorar el empaque,25
635,13000000634,473,2,0,9.0,Atención muy buena,18
636,13000000635,188,1,0,9.0,Todo perfecto,13
637,13000000636,960,1,0,9.0,Podría mejorar el empaque,25
638,13000000637,298,1,0,9.0,Todo perfecto,13
639,13000000638,1146,1,0,10.0,Tardó un poco más de lo esperado,32
640,13000000639,790,1,0,10.0,Muy conforme con la calidad,27
641,13000000640,114,1,0,10.0,Atención muy buena,18
642,13000000641,778,1,0,8.0,Muy conforme con la calidad,27
643,13000000642,1380,1,0,2.0,,3
644,13000000643,1265,2,0,8.0,,3
645,13000000644,171,1,0,7.0,Muy conforme con la calidad,27
646,13000000645,384,1,0,6.0,Podría mejorar el empaque,25
647,13000000646,917,1,0,9.0,Tardó un poco más de lo esperado,32
648,13000000647,1262,2,0,0.0,Tardó un poco más de lo esperado,32
649,13000000648,1174,1,0,6.0,Atención muy buena,18
650,13000000649,312,1,0,10.0,Todo perfecto,13
651,13000000650,1107,1,0,6.0,Podría mejorar el empaque,25
652,13000000651,786,1,0,8.0,Entrega rápida y producto excelente,35
653,13000000652,956,1,0,6.0,Muy conforme con la calidad,27
654,13000000653,227,2,0,7.0,Muy conforme con la calidad,27
655,13000000654,1339,1,0,9.0,Entrega rápida y producto excelente,35
656,13000000655,79,1,0,6.0,,3
657,13000000656,515,1,0,9.0,Volvería a comprar,18
658,13000000657,1098,1,0,8.0,,3
659,13000000658,254,1,0,6.0,Todo perfecto,13
660,13000000659,1459,1,0,1.0,Todo perfecto,13
661,13000000660,688,2,0,8.0,Muy conforme con la calidad,27
662,13000000661,1356,2,0,7.0,Atención muy buena,18
663,13000000662,1409,2,0,1.0,Podría mejorar el empaque,25
664,13000000663,512,1,0,9.0,Tardó un poco más de lo esperado,32
665,13000000664,284,1,0,7.0,Todo perfecto,13
666,13000000665,79,2,0,2.0,Muy conforme con la calidad,27
667,13000000666,1246,1,0,7.0,Volvería a comprar,18
668,13000000667,343,2,0,7.0,Entrega rápida y producto excelente,35
669,13000000668,387,1,0,7.0,,3
670,13000000669,682,2,0,8.0,Entrega rápida y producto excelente,35
671,13000000670,778,1,0,7.0,Tardó un poco más de lo esperado,32
672,13000000671,507,1,0,6.0,,3
673,13000000672,640,1,0,10.0,Volvería a comprar,18
674,13000000673,1249,1,0,7.0,Todo perfecto,13
675,13000000674,958,1,0,8.0,Volvería a comprar,18
676,13000000675,1259,1,0,7.0,Podría mejorar el empaque,25
677,13000000676,1441,1,0,10.0,Volvería a comprar,18
678,13000000677,379,2,0,9.0,Podría mejorar el empaque,25
679,13000000678,115,1,0,7.0,Atención muy buena,18
680,13000000679,1496,2,0,8.0,,3
681,13000000680,1435,1,0,7.0,Muy conforme con la calidad,27
682,13000000681,1271,1,0,3.0,Podría mejorar el empaque,25
683,13000000682,643,1,0,9.0,Volvería a comprar,18
684,13000000683,1006,2,0,6.0,Volvería a comprar,18
685,13000000684,672,1,0,10.0,Entrega rápida y producto excelente,35
686,13000000685,439,1,0,0.0,Todo perfecto,13
687,13000000686,928,1,0,1.0,Tardó un poco más de lo esperado,32
688,13000000687,705,1,0,6.0,Todo perfecto,13
689,13000000688,717,2,0,8.0,Podría mejorar el empaque,25
690,13000000689,622,2,0,7.0,Podría mejorar el empaque,25
691,13000000690,90,2,0,7.0,Tardó un poco más de lo esperado,32
692,13000000691,1101,2,0,10.0,,3
693,13000000692,1362,1,0,9.0,Tardó un poco más de lo esperado,32
694,13000000693,644,2,0,9.0,Volvería a comprar,18
695,13000000694,265,1,0,9.0,Muy conforme con la calidad,27
696,13000000695,506,1,0,8.0,,3
697,13000000696,737,1,0,0.0,,3
698,13000000697,1294,1,0,10.0,Podría mejorar el empaque,25
699,13000000698,204,1,0,8.0,Entrega rápida y producto excelente,35
700,13000000699,1246,1,0,10.0,Volvería a comprar,18
701,13000000700,314,1,0,1.0,Tardó un poco más de lo esperado,32
702,13000000701,614,2,0,10.0,Muy conforme con la calidad,27
703,13000000702,497,2,0,8.0,Volvería a comprar,18
704,13000000703,1267,2,0,8.0,Volvería a comprar,18
705,13000000704,768,1,0,8.0,Atención muy buena,18
706,13000000705,886,2,0,3.0,Muy conforme con la calidad,27
707,13000000706,1173,1,0,1.0,,3
708,13000000707,561,1,0,10.0,Volvería a comprar,18
709,13000000708,59,2,0,10.0,Todo perfecto,13
710,13000000709,951,2,0,6.0,Podría mejorar el empaque,25
711,13000000710,790,1,0,9.0,,3
712,13000000711,412,1,0,6.0,Atención muy buena,18
713,13000000712,1250,2,0,3.0,Tardó un poco más de lo esperado,32
714,13000000713,146,1,0,9.0,Tardó un poco más de lo esperado,32
715,13000000714,670,2,0,9.0,Todo perfecto,13
716,13000000715,595,1,0,9.0,Todo perfecto,13
717,13000000716,1027,1,0,9.0,Volvería a comprar,18
718,13000000717,1183,2,0,9.0,Tardó un poco más de lo esperado,32
719,13000000718,655,1,0,9.0,Todo perfecto,13
720,13000000719,287,1,0,9.0,Volvería a comprar,18
721,13000000720,489,2,0,10.0,Todo perfecto,13
722,13000000721,897,1,0,9.0,Entrega rápida y producto excelente,35
723,13000000722,1094,1,0,7.0,Podría mejorar el empaque,25
724,13000000723,713,2,0,7.0,Podría mejorar el empaque,25
725,13000000724,1222,2,0,6.0,Atención muy buena,18
726,13000000725,176,1,0,7.0,,3
727,13000000726,1373,2,0,9.0,Muy conforme con la calidad,27
728,13000000727,613,2,0,3.0,Tardó un poco más de lo esperado,32
729,13000000728,1082,2,0,9.0,Todo perfecto,13
730,13000000729,790,1,0,5.0,Tardó un poco más de lo esperado,32
731,13000000730,173,1,0,9.0,Atención muy buena,18
732,13000000731,800,1,0,5.0,Muy conforme con la calidad,27
733,13000000732,1014,2,0,0.0,Muy conforme con la calidad,27
734,13000000733,719,1,0,8.0,Entrega rápida y producto excelente,35
735,13000000734,1247,2,0,7.0,,3
736,13000000735,882,1,0,8.0,,3
737,13000000736,281,1,0,7.0,Tardó un poco más de lo esperado,32
738,13000000737,1014,2,0,6.0,Entrega rápida y producto excelente,35
739,13000000738,621,1,0,4.0,Tardó un poco más de lo esperado,32
740,13000000739,441,1,0,7.0,Muy conforme con la calidad,27
741,13000000740,1062,2,0,9.0,,3
742,13000000741,952,1,0,10.0,Tardó un poco más de lo esperado,32
743,13000000742,496,1,0,6.0,Entrega rápida y producto excelente,35
744,13000000743,338,1,0,5.0,Muy conforme con la calidad,27
745,13000000744,192,1,0,7.0,Volvería a comprar,18
746,13000000745,292,1,0,10.0,,3
747,13000000746,483,2,0,10.0,,3
748,13000000747,1356,1,0,3.0,Tardó un poco más de lo esperado,32
749,13000000748,1234,2,0,8.0,,3
750,13000000749,359,1,0,9.0,Entrega rápida y producto excelente,35
751,13000000750,671,1,0,8.0,Volvería a comprar,18
752,13000000751,595,2,0,9.0,,3
753,13000000752,1405,2,0,7.0,Entrega rápida y producto excelente,35
754,13000000753,1230,1,0,5.0,,3
755,13000000754,173,1,0,7.0,Todo perfecto,13
756,13000000755,130,2,0,0.0,Muy conforme con la calidad,27
757,13000000756,1134,1,0,9.0,,3
758,13000000757,132,1,0,8.0,Muy conforme con la calidad,27
759,13000000758,74,2,0,0.0,Todo perfecto,13
760,13000000759,147,2,0,5.0,Todo perfecto,13
761,13000000760,791,1,0,10.0,,3
762,13000000761,849,1,0,10.0,,3
763,13000000762,84,1,0,8.0,Tardó un poco más de lo esperado,32
764,13000000763,1313,2,0,7.0,Entrega rápida y producto excelente,35
765,13000000764,930,2,0,9.0,Atención muy buena,18
766,13000000765,160,2,0,3.0,Entrega rápida y producto excelente,35
767,13000000766,1128,2,0,10.0,,3
768,13000000767,1029,1,0,8.0,Todo perfecto,13
769,13000000768,185,1,0,10.0,Todo perfecto,13
770,13000000769,1144,2,0,8.0,Podría mejorar el empaque,25
771,13000000770,930,1,0,6.0,Atención muy buena,18
772,13000000771,774,1,0,10.0,Tardó un poco más de lo esperado,32
773,13000000772,688,2,0,1.0,Podría mejorar el empaque,25
774,13000000773,433,1,0,9.0,Tardó un poco más de lo esperado,32
775,13000000774,249,1,0,9.0,Entrega rápida y producto excelente,35
776,13000000775,279,2,0,0.0,Muy conforme con la calidad,27
777,13000000776,1452,1,0,9.0,,3
778,13000000777,1223,2,0,8.0,Todo perfecto,13
779,13000000778,1385,1,0,10.0,Entrega rápida y producto excelente,35
780,13000000779,722,1,0,9.0,Atención muy buena,18
781,13000000780,1085,2,0,6.0,Muy conforme con la calidad,27
782,13000000781,378,1,0,3.0,Volvería a comprar,18
783,13000000782,54,1,0,3.0,Podría mejorar el empaque,25
784,13000000783,727,2,0,6.0,Podría mejorar el empaque,25
785,13000000784,1398,1,0,9.0,Todo perfecto,13
786,13000000785,1406,1,0,4.0,Podría mejorar el empaque,25
787,13000000786,591,1,0,10.0,Todo perfecto,13
788,13000000787,10,2,0,9.0,Tardó un poco más de lo esperado,32
789,13000000788,877,1,0,2.0,,3
790,13000000789,522,2,0,8.0,Muy conforme con la calidad,27
791,13000000790,203,2,0,7.0,Entrega rápida y producto excelente,35
792,13000000791,1049,2,0,10.0,Entrega rápida y producto excelente,35
793,13000000792,855,2,0,8.0,Volvería a comprar,18
794,13000000793,584,1,0,7.0,Entrega rápida y producto excelente,35
795,13000000794,1387,2,0,5.0,,3
796,13000000795,571,1,0,10.0,Todo perfecto,13
797,13000000796,791,2,0,6.0,Muy conforme con la calidad,27
798,13000000797,106,2,0,7.0,Tardó un poco más de lo esperado,32
799,13000000798,1114,2,0,10.0,,3
800,13000000799,397,1,0,5.0,Volvería a comprar,18
801,13000000800,46,2,0,9.0,Volvería a comprar,18
802,13000000801,1260,2,0,8.0,Muy conforme con la calidad,27
803,13000000802,1473,2,0,6.0,Podría mejorar el empaque,25
804,13000000803,582,1,0,10.0,,3
805,13000000804,323,1,0,8.0,Atención muy buena,18
806,13000000805,203,1,0,7.0,Tardó un poco más de lo esperado,32
807,13000000806,1180,1,0,8.0,Tardó un poco más de lo esperado,32
808,13000000807,358,2,0,6.0,Entrega rápida y producto excelente,35
809,13000000808,922,1,0,8.0,Volvería a comprar,18
810,13000000809,645,2,0,4.0,Entrega rápida y producto excelente,35
811,13000000810,582,1,0,7.0,Atención muy buena,18
812,13000000811,783,2,0,2.0,Podría mejorar el empaque,25
813,13000000812,852,1,0,0.0,Atención muy buena,18
814,13000000813,513,1,0,2.0,Entrega rápida y producto excelente,35
815,13000000814,169,1,0,8.0,Entrega rápida y producto excelente,35
816,13000000815,1209,1,0,10.0,,3
817,13000000816,147,1,0,9.0,Muy conforme con la calidad,27
818,13000000817,185,1,0,6.0,Podría mejorar el empaque,25
819,13000000818,739,2,0,10.0,Volvería a comprar,18
820,13000000819,1470,2,0,7.0,Atención muy buena,18
821,13000000820,198,1,0,8.0,Muy conforme con la calidad,27
822,13000000821,884,1,0,8.0,Todo perfecto,13
823,13000000822,457,1,0,10.0,Podría mejorar el empaque,25
824,13000000823,1184,1,0,10.0,Podría mejorar el empaque,25
825,13000000824,221,2,0,7.0,Entrega rápida y producto excelente,35
826,13000000825,117,2,0,10.0,Volvería a comprar,18
827,13000000826,703,2,0,6.0,Todo perfecto,13
828,13000000827,58,1,0,10.0,Podría mejorar el empaque,25
829,13000000828,840,1,0,8.0,Volvería a comprar,18
830,13000000829,634,2,0,8.0,Volvería a comprar,18
831,13000000830,914,2,0,9.0,Atención muy buena,18
832,13000000831,1281,1,0,8.0,Atención muy buena,18
833,13000000832,852,2,0,5.0,Atención muy buena,18
834,13000000833,1336,2,0,7.0,Tardó un poco más de lo esperado,32
835,13000000834,1264,1,0,1.0,Volvería a comprar,18
836,13000000835,140,1,0,1.0,,3
837,13000000836,162,1,0,9.0,Podría mejorar el empaque,25
838,13000000837,460,1,0,8.0,Volvería a comprar,18
839,13000000838,1392,1,0,5.0,Podría mejorar el empaque,25
840,13000000839,4,2,0,9.0,Entrega rápida y producto excelente,35
841,13000000840,1372,2,0,8.0,,3
842,13000000841,921,2,0,7.0,Atención muy buena,18
843,13000000842,880,1,0,8.0,Todo perfecto,13
844,13000000843,603,2,0,10.0,Todo perfecto,13
845,13000000844,389,1,0,5.0,Muy conforme con la calidad,27
846,13000000845,769,2,0,8.0,Podría mejorar el empaque,25
847,13000000846,1480,2,0,9.0,Podría mejorar el empaque,25
848,13000000847,1352,1,0,1.0,Todo perfecto,13
849,13000000848,1081,1,0,6.0,Todo perfecto,13
850,13000000849,1318,2,0,10.0,Volvería a comprar,18
851,13000000850,1129,2,0,8.0,Muy conforme con la calidad,27
852,13000000851,495,1,0,7.0,Muy conforme con la calidad,27
853,13000000852,586,1,0,10.0,Entrega rápida y producto excelente,35
854,13000000853,554,1,0,7.0,Entrega rápida y producto excelente,35
855,13000000854,440,1,0,1.0,Muy conforme con la calidad,27
856,13000000855,212,1,0,8.0,Entrega rápida y producto excelente,35
857,13000000856,538,1,0,8.0,Muy conforme con la calidad,27
858,13000000857,588,2,0,0.0,Atención muy buena,18
859,13000000858,1135,1,0,7.0,Atención muy buena,18
860,13000000859,452,1,0,7.0,Podría mejorar el empaque,25
861,13000000860,26,1,0,5.0,Entrega rápida y producto excelente,35
862,13000000861,33,2,0,10.0,Muy conforme con la calidad,27
863,13000000862,229,1,0,9.0,Entrega rápida y producto excelente,35
864,13000000863,1155,1,0,10.0,Volvería a comprar,18
865,13000000864,843,1,0,6.0,Muy conforme con la calidad,27
866,13000000865,570,2,0,8.0,Tardó un poco más de lo esperado,32
867,13000000866,1208,1,0,8.0,Tardó un poco más de lo esperado,32
868,13000000867,275,1,0,7.0,Entrega rápida y producto excelente,35
869,13000000868,529,1,0,6.0,Tardó un poco más de lo esperado,32
870,13000000869,599,2,0,10.0,Atención muy buena,18
871,13000000870,333,1,0,5.0,Todo perfecto,13
872,13000000871,6,1,0,9.0,Muy conforme con la calidad,27
873,13000000872,549,1,0,9.0,Atención muy buena,18
874,13000000873,1427,2,0,6.0,Muy conforme con la calidad,27
875,13000000874,1237,1,0,7.0,Entrega rápida y producto excelente,35
876,13000000875,432,2,0,8.0,Volvería a comprar,18
877,13000000876,657,1,0,7.0,Tardó un poco más de lo esperado,32
878,13000000877,730,1,0,9.0,Todo perfecto,13
879,13000000878,824,2,0,7.0,Tardó un poco más de lo esperado,32
880,13000000879,1001,1,0,9.0,,3
881,13000000880,188,1,0,8.0,Atención muy buena,18
882,13000000881,965,1,0,6.0,,3
883,13000000882,717,1,0,9.0,Tardó un poco más de lo esperado,32
884,13000000883,1085,2,0,9.0,Tardó un poco más de lo esperado,32
885,13000000884,765,1,0,9.0,Tardó un poco más de lo esperado,32
886,13000000885,484,2,0,2.0,Volvería a comprar,18
887,13000000886,931,1,0,6.0,Atención muy buena,18
888,13000000887,417,1,0,10.0,Tardó un poco más de lo esperado,32
889,13000000888,801,2,0,10.0,Tardó un poco más de lo esperado,32
890,13000000889,501,1,0,4.0,Atención muy buena,18
891,13000000890,1358,2,0,9.0,Volvería a comprar,18
892,13000000891,1325,2,0,6.0,Entrega rápida y producto excelente,35
893,13000000892,960,1,0,10.0,Muy conforme con la calidad,27
894,13000000893,637,1,0,6.0,Volvería a comprar,18
895,13000000894,956,2,0,2.0,Muy conforme con la calidad,27
896,13000000895,533,2,0,7.0,Podría mejorar el empaque,25
897,13000000896,1495,1,0,6.0,Volvería a comprar,18
898,13000000897,1025,2,0,8.0,Podría mejorar el empaque,25
899,13000000898,1176,1,0,10.0,Podría mejorar el empaque,25
900,13000000899,803,2,0,8.0,Atención muy buena,18
901,13000000900,725,1,0,6.0,Entrega rápida y producto excelente,35
902,13000000901,938,1,0,9.0,Entrega rápida y producto excelente,35
903,13000000902,1031,1,0,8.0,Podría mejorar el empaque,25
904,13000000903,696,1,0,1.0,Atención muy buena,18
905,13000000904,237,1,0,3.0,,3
906,13000000905,1053,1,0,10.0,Entrega rápida y producto excelente,35
907,13000000906,308,1,0,6.0,Volvería a comprar,18
908,13000000907,672,1,0,8.0,Tardó un poco más de lo esperado,32
909,13000000908,1147,2,0,8.0,Entrega rápida y producto excelente,35
910,13000000909,1238,2,0,7.0,Todo perfecto,13
911,13000000910,460,2,0,8.0,Podría mejorar el empaque,25
912,13000000911,906,2,0,10.0,Podría mejorar el empaque,25
913,13000000912,825,1,0,8.0,Tardó un poco más de lo esperado,32
914,13000000913,1095,2,0,8.0,,3
915,13000000914,435,2,0,10.0,Todo perfecto,13
916,13000000915,585,2,0,8.0,,3
917,13000000916,281,2,0,9.0,Tardó un poco más de lo esperado,32
918,13000000917,82,2,0,6.0,,3
919,13000000918,329,1,0,10.0,Muy conforme con la calidad,27
920,13000000919,415,1,0,7.0,,3
921,13000000920,1135,1,0,4.0,,3
922,13000000921,1021,1,0,4.0,Volvería a comprar,18
923,13000000922,160,1,0,4.0,,3
924,13000000923,434,1,0,7.0,Tardó un poco más de lo esperado,32
925,13000000924,357,2,0,4.0,Muy conforme con la calidad,27
926,13000000925,1285,1,0,7.0,Todo perfecto,13
927,13000000926,229,1,0,7.0,Muy conforme con la calidad,27
928,13000000927,420,1,0,9.0,,3
929,13000000928,2,2,0,8.0,Tardó un poco más de lo esperado,32
930,13000000929,47,1,0,10.0,Todo perfecto,13
931,13000000930,1163,1,0,6.0,Tardó un poco más de lo esperado,32
932,13000000931,1423,1,0,9.0,Entrega rápida y producto excelente,35
933,13000000932,615,1,0,4.0,Todo perfecto,13
934,13000000933,1149,1,0,7.0,Muy conforme con la calidad,27
935,13000000934,628,1,0,8.0,Muy conforme con la calidad,27
936,13000000935,1247,1,0,5.0,Volvería a comprar,18
937,13000000936,458,1,0,9.0,Tardó un poco más de lo esperado,32
938,13000000937,95,2,0,10.0,Entrega rápida y producto excelente,35
939,13000000938,1002,1,0,7.0,Atención muy buena,18
940,13000000939,488,2,0,1.0,Podría mejorar el empaque,25
941,13000000940,851,2,0,4.0,Volvería a comprar,18
942,13000000941,509,2,0,7.0,Entrega rápida y producto excelente,35
943,13000000942,888,1,0,10.0,Muy conforme con la calidad,27
944,13000000943,1268,2,0,9.0,Atención muy buena,18
945,13000000944,507,2,0,9.0,Muy conforme con la calidad,27
946,13000000945,387,2,0,10.0,Tardó un poco más de lo esperado,32
947,13000000946,670,1,0,2.0,Tardó un poco más de lo esperado,32
948,13000000947,186,1,0,9.0,,3
949,13000000948,1235,1,0,9.0,Podría mejorar el empaque,25
