order_item_sk,order_item_id,order_id,order_date,customer_id,product_id,channel_id,store_id,billing_address_id,shipping_address_id,status,currency_code,quantity,unit_price,discount_amount,gross_amount,net_amount,subtotal,tax_amount,shipping_fee,total_amount
1322,5000001321,1000001002,2025-09-25 09:07:29,596,2,1,,,2466,REFUNDED,ARS,3,16500.0,2475.0,49500.0,47025.0,76425.0,16049.25,0.0,92474.25
1323,5000001322,1000001003,2024-08-13 13:04:45,276,1,1,,2365.0,4047,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,900.0,42282.0
1324,5000001323,1000001004,2024-12-01 16:04:54,478,2,1,,3791.0,2111,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,900.0,52627.5
1325,5000001324,1000001005,2024-07-09 10:28:57,1207,2,2,4.0,2320.0,4,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,0.0,18150.0
1326,5000001325,1000001006,2024-09-20 12:49:30,533,1,1,,2620.0,1442,FULFILLED,ARS,1,10800.0,0.0,10800.0,10800.0,10800.0,2268.0,1500.0,14568.0
1327,5000001326,1000001007,2025-07-25 15:40:57,1393,2,2,4.0,,4,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,59250.0,12442.5,0.0,71692.5
1328,5000001327,1000001007,2025-07-25 15:40:57,1393,2,2,4.0,,4,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,59250.0,12442.5,0.0,71692.5
1329,5000001328,1000001008,2024-09-06 15:43:01,843,1,1,,4175.0,3725,FULFILLED,ARS,3,13200.0,3960.0,39600.0,35640.0,59160.0,12423.6,1200.0,72783.6
1330,5000001329,1000001008,2024-09-06 15:43:01,843,1,1,,4175.0,3725,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,59160.0,12423.6,1200.0,72783.6
1331,5000001330,1000001009,2025-09-04 18:59:55,252,2,2,1.0,1650.0,1,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,38946.0,8178.66,0.0,47124.66
1332,5000001331,1000001009,2025-09-04 18:59:55,252,1,2,1.0,1650.0,1,FULFILLED,ARS,2,12600.0,504.0,25200.0,24696.0,38946.0,8178.66,0.0,47124.66
1333,5000001332,1000001010,2024-09-13 06:57:11,787,1,2,1.0,3369.0,1,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,53580.0,11251.8,0.0,64831.8
1334,5000001333,1000001010,2024-09-13 06:57:11,787,1,2,1.0,3369.0,1,FULFILLED,ARS,3,10800.0,1620.0,32400.0,30780.0,53580.0,11251.8,0.0,64831.8
1335,5000001334,1000001011,2024-05-16 03:07:42,16,2,1,,1719.0,1488,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,900.0,37200.0
1336,5000001335,1000001012,2025-07-28 08:44:24,324,2,1,,2964.0,1633,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,40500.0,8505.0,1500.0,50505.0
1337,5000001336,1000001013,2025-09-12 03:32:48,601,2,2,1.0,,1,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,28200.0,5922.0,0.0,34122.0
1338,5000001337,1000001013,2025-09-12 03:32:48,601,2,2,1.0,,1,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,28200.0,5922.0,0.0,34122.0
1339,5000001338,1000001014,2024-03-01 20:38:09,1368,1,2,1.0,1717.0,1,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,49800.0,10458.0,0.0,60258.0
1340,5000001339,1000001014,2024-03-01 20:38:09,1368,2,2,1.0,1717.0,1,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,49800.0,10458.0,0.0,60258.0
1341,5000001340,1000001015,2024-02-09 21:39:26,1306,2,2,2.0,3385.0,2,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,0.0,36300.0
1342,5000001341,1000001016,2025-05-18 19:08:41,339,1,1,,1729.0,1253,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1200.0,43888.8
1343,5000001342,1000001017,2024-09-22 23:47:12,1108,2,2,2.0,3565.0,2,FULFILLED,ARS,2,13500.0,2700.0,27000.0,24300.0,24300.0,5103.0,0.0,29403.0
1344,5000001343,1000001018,2024-11-06 20:28:49,1154,1,1,,1337.0,1920,PAID,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,1200.0,27336.0
1345,5000001344,1000001019,2024-12-31 16:35:11,527,2,1,,3580.0,3993,FULFILLED,ARS,2,16500.0,3300.0,33000.0,29700.0,70200.0,14742.0,1500.0,86442.0
1346,5000001345,1000001019,2024-12-31 16:35:11,527,2,1,,3580.0,3993,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,70200.0,14742.0,1500.0,86442.0
1347,5000001346,1000001020,2024-08-17 20:07:16,319,2,1,,,3987,REFUNDED,ARS,2,15000.0,0.0,30000.0,30000.0,72525.0,15230.25,0.0,87755.25
1348,5000001347,1000001020,2024-08-17 20:07:16,319,2,1,,,3987,REFUNDED,ARS,3,15750.0,4725.0,47250.0,42525.0,72525.0,15230.25,0.0,87755.25
1349,5000001348,1000001021,2024-10-13 18:14:16,756,1,2,4.0,2279.0,4,PAID,ARS,1,10800.0,1080.0,10800.0,9720.0,24720.0,5191.2,0.0,29911.2
1350,5000001349,1000001021,2024-10-13 18:14:16,756,2,2,4.0,2279.0,4,PAID,ARS,1,15000.0,0.0,15000.0,15000.0,24720.0,5191.2,0.0,29911.2
1351,5000001350,1000001022,2025-04-25 19:31:15,299,2,1,,2494.0,3416,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,1500.0,19287.0
1352,5000001351,1000001023,2024-11-11 21:00:31,317,2,1,,4116.0,3460,CANCELLED,ARS,3,16500.0,0.0,49500.0,49500.0,49500.0,10395.0,900.0,60795.0
1353,5000001352,1000001024,2024-12-10 20:22:24,917,2,2,3.0,3074.0,3,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,0.0,17787.0
1354,5000001353,1000001025,2024-11-28 14:18:21,1378,1,2,1.0,2851.0,1,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,0.0,29040.0
1355,5000001354,1000001026,2024-10-18 22:00:32,416,2,1,,1875.0,4138,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
1356,5000001355,1000001027,2025-06-22 04:17:48,962,1,1,,2605.0,1578,FULFILLED,ARS,2,10800.0,1080.0,21600.0,20520.0,20520.0,4309.2,1200.0,26029.2
1357,5000001356,1000001028,2024-01-10 17:57:28,453,2,1,,2759.0,4083,FULFILLED,ARS,2,13500.0,1350.0,27000.0,25650.0,25650.0,5386.5,1200.0,32236.5
1358,5000001357,1000001029,2024-07-19 19:57:17,113,1,1,,4036.0,1573,CREATED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,900.0,29940.0
1359,5000001358,1000001030,2024-01-05 17:31:50,645,2,1,,2366.0,1886,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,900.0,54261.0
1360,5000001359,1000001031,2024-04-06 22:44:29,1212,2,1,,1711.0,2229,CANCELLED,ARS,3,15000.0,900.0,45000.0,44100.0,44100.0,9261.0,1200.0,54561.0
1361,5000001360,1000001032,2024-11-25 19:07:27,468,1,2,4.0,2529.0,4,CANCELLED,ARS,3,13200.0,792.0,39600.0,38808.0,38808.0,8149.68,0.0,46957.68
1362,5000001361,1000001033,2024-06-26 13:01:56,183,1,1,,2218.0,2862,FULFILLED,ARS,3,12600.0,756.0,37800.0,37044.0,50544.0,10614.24,900.0,62058.24
1363,5000001362,1000001033,2024-06-26 13:01:56,183,2,1,,2218.0,2862,FULFILLED,ARS,1,15000.0,1500.0,15000.0,13500.0,50544.0,10614.24,900.0,62058.24
1364,5000001363,1000001034,2025-05-12 01:13:34,1096,2,1,,1105.0,3978,REFUNDED,ARS,1,15750.0,315.0,15750.0,15435.0,15435.0,3241.35,0.0,18676.35
1365,5000001364,1000001035,2024-11-11 17:34:00,1436,1,2,1.0,3618.0,1,CREATED,ARS,3,12000.0,720.0,36000.0,35280.0,56880.0,11944.8,0.0,68824.8
1366,5000001365,1000001035,2024-11-11 17:34:00,1436,1,2,1.0,3618.0,1,CREATED,ARS,2,10800.0,0.0,21600.0,21600.0,56880.0,11944.8,0.0,68824.8
1367,5000001366,1000001036,2024-07-07 09:58:46,1404,1,1,,3794.0,3668,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,23520.0,4939.2,1200.0,29659.2
1368,5000001367,1000001037,2024-02-26 16:03:30,134,1,1,,1396.0,1190,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,900.0,28488.0
1369,5000001368,1000001038,2024-07-25 08:04:06,691,1,1,,1744.0,1570,CANCELLED,ARS,3,12000.0,720.0,36000.0,35280.0,35280.0,7408.8,1200.0,43888.8
1370,5000001369,1000001039,2025-02-26 11:46:16,92,2,1,,1557.0,3305,FULFILLED,ARS,3,15000.0,4500.0,45000.0,40500.0,85500.0,17955.0,1500.0,104955.0
1371,5000001370,1000001039,2025-02-26 11:46:16,92,2,1,,1557.0,3305,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,85500.0,17955.0,1500.0,104955.0
1372,5000001371,1000001040,2025-02-12 05:06:59,1288,2,1,,,1472,FULFILLED,ARS,1,15750.0,0.0,15750.0,15750.0,15750.0,3307.5,1500.0,20557.5
1373,5000001372,1000001041,2025-03-09 17:55:20,918,1,1,,3022.0,2387,FULFILLED,ARS,1,10800.0,0.0,10800.0,10800.0,10800.0,2268.0,900.0,13968.0
1374,5000001373,1000001042,2024-01-25 18:14:34,370,2,1,,3023.0,3202,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,41160.0,8643.6,900.0,50703.6
1375,5000001374,1000001042,2024-01-25 18:14:34,370,1,1,,3023.0,3202,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,41160.0,8643.6,900.0,50703.6
1376,5000001375,1000001043,2025-02-18 02:57:40,1206,1,1,,1828.0,2557,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,23760.0,4989.6,900.0,29649.6
1377,5000001376,1000001043,2025-02-18 02:57:40,1206,1,1,,1828.0,2557,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,23760.0,4989.6,900.0,29649.6
1378,5000001377,1000001044,2025-02-10 16:48:59,104,2,2,2.0,2666.0,2,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,0.0,35574.0
1379,5000001378,1000001045,2024-09-15 13:19:53,1356,2,2,2.0,3727.0,2,FULFILLED,ARS,2,15000.0,1500.0,30000.0,28500.0,47940.0,10067.4,0.0,58007.4
1380,5000001379,1000001045,2024-09-15 13:19:53,1356,1,2,2.0,3727.0,2,FULFILLED,ARS,2,10800.0,2160.0,21600.0,19440.0,47940.0,10067.4,0.0,58007.4
1381,5000001380,1000001046,2025-03-11 09:20:08,1059,1,1,,,2788,FULFILLED,ARS,3,12600.0,3780.0,37800.0,34020.0,60618.0,12729.78,1200.0,74547.78
1382,5000001381,1000001046,2025-03-11 09:20:08,1059,2,1,,,2788,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,60618.0,12729.78,1200.0,74547.78
1383,5000001382,1000001046,2025-03-11 09:20:08,1059,1,1,,,2788,FULFILLED,ARS,1,12600.0,252.0,12600.0,12348.0,60618.0,12729.78,1200.0,74547.78
1384,5000001383,1000001047,2025-09-05 08:18:11,642,1,1,,2764.0,3945,FULFILLED,ARS,3,10800.0,1620.0,32400.0,30780.0,30780.0,6463.8,1500.0,38743.8
1385,5000001384,1000001048,2024-02-06 12:08:47,138,2,1,,1557.0,1640,FULFILLED,ARS,2,16500.0,3300.0,33000.0,29700.0,52500.0,11025.0,1500.0,65025.0
1386,5000001385,1000001048,2024-02-06 12:08:47,138,1,1,,1557.0,1640,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,52500.0,11025.0,1500.0,65025.0
1387,5000001386,1000001049,2024-04-17 23:15:30,484,1,2,4.0,3726.0,4,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,36000.0,7560.0,0.0,43560.0
1388,5000001387,1000001050,2024-09-12 03:59:39,888,1,1,,2638.0,3934,FULFILLED,ARS,2,13200.0,528.0,26400.0,25872.0,25872.0,5433.12,1500.0,32805.12
1389,5000001388,1000001051,2025-04-29 22:44:59,264,2,2,2.0,3250.0,2,REFUNDED,ARS,2,13500.0,0.0,27000.0,27000.0,27000.0,5670.0,0.0,32670.0
1390,5000001389,1000001052,2024-10-30 09:47:12,1409,1,1,,2427.0,3651,CANCELLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,1200.0,42582.0
1391,5000001390,1000001053,2025-02-11 18:11:21,1072,1,2,4.0,2410.0,4,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,0.0,29040.0
1392,5000001391,1000001054,2025-08-26 03:20:15,417,1,1,,2900.0,3690,FULFILLED,ARS,2,10800.0,2160.0,21600.0,19440.0,19440.0,4082.4,1200.0,24722.4
1393,5000001392,1000001055,2024-08-02 08:09:59,642,1,1,,1283.0,2466,FULFILLED,ARS,2,12600.0,1260.0,25200.0,23940.0,23940.0,5027.4,900.0,29867.4
1394,5000001393,1000001056,2025-09-18 11:36:18,1047,1,1,,2262.0,1979,FULFILLED,ARS,3,12000.0,0.0,36000.0,36000.0,71280.0,14968.8,0.0,86248.8
1395,5000001394,1000001056,2025-09-18 11:36:18,1047,1,1,,2262.0,1979,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,71280.0,14968.8,0.0,86248.8
1396,5000001395,1000001057,2024-01-30 13:45:33,1412,2,1,,3083.0,1920,FULFILLED,ARS,2,15750.0,1575.0,31500.0,29925.0,29925.0,6284.25,1500.0,37709.25
1397,5000001396,1000001058,2025-08-31 15:04:31,1394,1,1,,3258.0,1407,CANCELLED,ARS,3,10800.0,3240.0,32400.0,29160.0,40560.0,8517.6,1200.0,50277.6
1398,5000001397,1000001058,2025-08-31 15:04:31,1394,1,1,,3258.0,1407,CANCELLED,ARS,1,12000.0,600.0,12000.0,11400.0,40560.0,8517.6,1200.0,50277.6
1399,5000001398,1000001059,2024-02-01 11:34:34,1215,2,2,1.0,1318.0,1,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,89055.0,18701.55,0.0,107756.55
1400,5000001399,1000001059,2024-02-01 11:34:34,1215,2,2,1.0,1318.0,1,FULFILLED,ARS,3,15750.0,945.0,47250.0,46305.0,89055.0,18701.55,0.0,107756.55
1401,5000001400,1000001060,2024-10-21 19:14:39,649,2,2,1.0,3843.0,1,FULFILLED,ARS,1,15750.0,0.0,15750.0,15750.0,15750.0,3307.5,0.0,19057.5
1402,5000001401,1000001061,2024-05-21 00:43:41,1031,1,2,1.0,3074.0,1,CANCELLED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,0.0,29040.0
1403,5000001402,1000001062,2025-05-23 09:14:39,315,1,1,,1206.0,1031,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,11400.0,2394.0,900.0,14694.0
1404,5000001403,1000001063,2024-06-14 00:24:10,1076,2,2,4.0,2366.0,4,FULFILLED,ARS,1,16500.0,0.0,16500.0,16500.0,28650.0,6016.5,0.0,34666.5
1405,5000001404,1000001063,2024-06-14 00:24:10,1076,2,2,4.0,2366.0,4,FULFILLED,ARS,1,13500.0,1350.0,13500.0,12150.0,28650.0,6016.5,0.0,34666.5
1406,5000001405,1000001064,2024-02-21 21:54:55,1245,1,2,1.0,3229.0,1,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,0.0,13068.0
1407,5000001406,1000001065,2025-08-26 19:06:37,679,2,1,,2480.0,3701,CREATED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,900.0,18687.0
1408,5000001407,1000001066,2025-09-08 07:18:48,248,1,1,,3153.0,1722,CANCELLED,ARS,2,12000.0,2400.0,24000.0,21600.0,21600.0,4536.0,1200.0,27336.0
1409,5000001408,1000001067,2024-05-03 15:34:20,958,1,1,,1790.0,2501,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,900.0,29940.0
1410,5000001409,1000001068,2024-12-16 13:02:33,740,1,2,4.0,2738.0,4,CANCELLED,ARS,1,13200.0,264.0,13200.0,12936.0,60696.0,12746.16,0.0,73442.16
1411,5000001410,1000001068,2024-12-16 13:02:33,740,1,2,4.0,2738.0,4,CANCELLED,ARS,3,12000.0,0.0,36000.0,36000.0,60696.0,12746.16,0.0,73442.16
1412,5000001411,1000001068,2024-12-16 13:02:33,740,1,2,4.0,2738.0,4,CANCELLED,ARS,1,12000.0,240.0,12000.0,11760.0,60696.0,12746.16,0.0,73442.16
1413,5000001412,1000001069,2025-03-12 09:27:41,800,2,1,,3008.0,1940,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,30000.0,6300.0,1200.0,37500.0
1414,5000001413,1000001070,2025-03-30 11:24:40,1427,1,2,1.0,3.0,1,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,42150.0,8851.5,0.0,51001.5
1415,5000001414,1000001070,2025-03-30 11:24:40,1427,2,2,1.0,3.0,1,FULFILLED,ARS,2,16500.0,1650.0,33000.0,31350.0,42150.0,8851.5,0.0,51001.5
1416,5000001415,1000001071,2024-07-07 08:32:55,1379,2,1,,3855.0,2253,FULFILLED,ARS,2,15000.0,600.0,30000.0,29400.0,29400.0,6174.0,1200.0,36774.0
1417,5000001416,1000001072,2025-03-16 10:39:24,54,2,1,,1919.0,3165,CREATED,ARS,3,15000.0,900.0,45000.0,44100.0,80100.0,16821.0,900.0,97821.0
1418,5000001417,1000001072,2025-03-16 10:39:24,54,1,1,,1919.0,3165,CREATED,ARS,3,12000.0,0.0,36000.0,36000.0,80100.0,16821.0,900.0,97821.0
1419,5000001418,1000001073,2024-06-26 22:26:43,66,2,1,,3346.0,1358,CREATED,ARS,1,15750.0,0.0,15750.0,15750.0,30450.0,6394.5,900.0,37744.5
1420,5000001419,1000001073,2024-06-26 22:26:43,66,2,1,,3346.0,1358,CREATED,ARS,1,15000.0,300.0,15000.0,14700.0,30450.0,6394.5,900.0,37744.5
1421,5000001420,1000001074,2024-02-10 05:12:19,447,2,2,3.0,1615.0,3,FULFILLED,ARS,3,16500.0,0.0,49500.0,49500.0,49500.0,10395.0,0.0,59895.0
1422,5000001421,1000001075,2025-01-10 18:00:54,1351,2,1,,1234.0,3661,PAID,ARS,3,15750.0,4725.0,47250.0,42525.0,42525.0,8930.25,1200.0,52655.25
1423,5000001422,1000001076,2024-06-02 18:15:06,161,2,1,,2497.0,3376,FULFILLED,ARS,1,15000.0,750.0,15000.0,14250.0,14250.0,2992.5,1200.0,18442.5
1424,5000001423,1000001077,2024-11-21 10:55:52,545,1,1,,1974.0,1274,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,75540.0,15863.4,0.0,91403.4
1425,5000001424,1000001077,2024-11-21 10:55:52,545,1,1,,1974.0,1274,FULFILLED,ARS,1,12600.0,1260.0,12600.0,11340.0,75540.0,15863.4,0.0,91403.4
1426,5000001425,1000001077,2024-11-21 10:55:52,545,2,1,,1974.0,1274,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,75540.0,15863.4,0.0,91403.4
1427,5000001426,1000001078,2025-02-11 19:24:28,1248,2,1,,3799.0,3070,FULFILLED,ARS,2,13500.0,1350.0,27000.0,25650.0,25650.0,5386.5,900.0,31936.5
1428,5000001427,1000001079,2025-02-24 18:40:07,513,2,2,3.0,3398.0,3,CANCELLED,ARS,3,13500.0,0.0,40500.0,40500.0,40500.0,8505.0,0.0,49005.0
1429,5000001428,1000001080,2024-12-16 11:38:33,397,1,1,,2813.0,1276,FULFILLED,ARS,1,12000.0,1200.0,12000.0,10800.0,10800.0,2268.0,1200.0,14268.0
1430,5000001429,1000001081,2024-01-13 16:52:43,1015,1,1,,1676.0,2223,FULFILLED,ARS,2,10800.0,1080.0,21600.0,20520.0,42120.0,8845.2,1200.0,52165.2
1431,5000001430,1000001081,2024-01-13 16:52:43,1015,1,1,,1676.0,2223,FULFILLED,ARS,2,12000.0,2400.0,24000.0,21600.0,42120.0,8845.2,1200.0,52165.2
1432,5000001431,1000001082,2024-10-26 04:56:11,1200,1,1,,1855.0,3456,CANCELLED,ARS,3,13200.0,1980.0,39600.0,37620.0,37620.0,7900.2,1200.0,46720.2
1433,5000001432,1000001083,2024-02-01 03:44:03,23,1,1,,1920.0,2018,FULFILLED,ARS,2,13200.0,2640.0,26400.0,23760.0,23760.0,4989.6,1500.0,30249.6
1434,5000001433,1000001084,2024-10-08 14:28:12,1029,2,1,,,1884,FULFILLED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,900.0,52627.5
1435,5000001434,1000001085,2024-02-20 09:20:54,819,1,1,,3445.0,1501,FULFILLED,ARS,3,13200.0,0.0,39600.0,39600.0,39600.0,8316.0,1200.0,49116.0
1436,5000001435,1000001086,2024-04-29 16:23:38,494,2,1,,4050.0,3746,FULFILLED,ARS,2,15000.0,0.0,30000.0,30000.0,52800.0,11088.0,900.0,64788.0
1437,5000001436,1000001086,2024-04-29 16:23:38,494,1,1,,4050.0,3746,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,52800.0,11088.0,900.0,64788.0
1438,5000001437,1000001087,2025-08-23 14:12:24,1406,1,2,1.0,1022.0,1,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,0.0,29040.0
1439,5000001438,1000001088,2025-07-31 16:51:50,1177,2,1,,,2754,CANCELLED,ARS,3,13500.0,0.0,40500.0,40500.0,40500.0,8505.0,1200.0,50205.0
1440,5000001439,1000001089,2025-09-21 13:53:08,1234,1,1,,1879.0,1082,FULFILLED,ARS,1,10800.0,540.0,10800.0,10260.0,10260.0,2154.6,1200.0,13614.6
1441,5000001440,1000001090,2025-09-14 04:22:24,520,1,1,,2052.0,3292,FULFILLED,ARS,3,12000.0,1800.0,36000.0,34200.0,34200.0,7182.0,900.0,42282.0
1442,5000001441,1000001091,2024-10-11 07:45:19,810,2,2,2.0,2423.0,2,FULFILLED,ARS,2,13500.0,1350.0,27000.0,25650.0,25650.0,5386.5,0.0,31036.5
1443,5000001442,1000001092,2024-12-19 11:26:00,468,1,1,,3851.0,2802,FULFILLED,ARS,2,12600.0,0.0,25200.0,25200.0,25200.0,5292.0,1500.0,31992.0
1444,5000001443,1000001093,2025-03-27 22:31:44,1331,1,2,3.0,3827.0,3,FULFILLED,ARS,3,12000.0,720.0,36000.0,35280.0,47040.0,9878.4,0.0,56918.4
1445,5000001444,1000001093,2025-03-27 22:31:44,1331,1,2,3.0,3827.0,3,FULFILLED,ARS,1,12000.0,240.0,12000.0,11760.0,47040.0,9878.4,0.0,56918.4
1446,5000001445,1000001094,2025-04-18 02:56:01,145,1,2,4.0,1315.0,4,REFUNDED,ARS,2,12600.0,0.0,25200.0,25200.0,25200.0,5292.0,0.0,30492.0
1447,5000001446,1000001095,2025-03-30 03:31:10,39,1,1,,2853.0,3726,FULFILLED,ARS,1,12000.0,0.0,12000.0,12000.0,12000.0,2520.0,1200.0,15720.0
1448,5000001447,1000001096,2024-01-26 19:56:48,175,1,1,,,2319,REFUNDED,ARS,3,12000.0,1800.0,36000.0,34200.0,47700.0,10017.0,0.0,57717.0
1449,5000001448,1000001096,2024-01-26 19:56:48,175,2,1,,,2319,REFUNDED,ARS,1,13500.0,0.0,13500.0,13500.0,47700.0,10017.0,0.0,57717.0
1450,5000001449,1000001097,2024-04-18 10:31:21,276,2,2,3.0,,3,FULFILLED,ARS,1,15000.0,0.0,15000.0,15000.0,15000.0,3150.0,0.0,18150.0
1451,5000001450,1000001098,2024-07-20 13:08:46,1054,2,1,,1862.0,1711,FULFILLED,ARS,3,16500.0,2475.0,49500.0,47025.0,62775.0,13182.75,900.0,76857.75
1452,5000001451,1000001098,2024-07-20 13:08:46,1054,2,1,,1862.0,1711,FULFILLED,ARS,1,15750.0,0.0,15750.0,15750.0,62775.0,13182.75,900.0,76857.75
1453,5000001452,1000001099,2025-06-10 06:56:21,690,1,2,2.0,3641.0,2,FULFILLED,ARS,1,12000.0,600.0,12000.0,11400.0,11400.0,2394.0,0.0,13794.0
1454,5000001453,1000001100,2025-07-19 10:48:12,828,1,1,,2467.0,1198,FULFILLED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,0.0,27588.0
1455,5000001454,1000001101,2024-03-29 23:01:11,302,2,2,4.0,3008.0,4,FULFILLED,ARS,2,16500.0,3300.0,33000.0,29700.0,97320.0,20437.2,0.0,117757.2
1456,5000001455,1000001101,2024-03-29 23:01:11,302,2,2,4.0,3008.0,4,FULFILLED,ARS,3,15000.0,900.0,45000.0,44100.0,97320.0,20437.2,0.0,117757.2
1457,5000001456,1000001101,2024-03-29 23:01:11,302,1,2,4.0,3008.0,4,FULFILLED,ARS,2,12000.0,480.0,24000.0,23520.0,97320.0,20437.2,0.0,117757.2
1458,5000001457,1000001102,2024-07-07 21:55:23,604,1,1,,1397.0,3491,FULFILLED,ARS,1,10800.0,216.0,10800.0,10584.0,10584.0,2222.64,1200.0,14006.64
1459,5000001458,1000001103,2024-02-06 21:06:40,298,1,1,,1238.0,2871,FULFILLED,ARS,1,13200.0,264.0,13200.0,12936.0,12936.0,2716.56,900.0,16552.56
1460,5000001459,1000001104,2025-07-02 09:29:17,887,2,2,3.0,4169.0,3,FULFILLED,ARS,1,15000.0,300.0,15000.0,14700.0,14700.0,3087.0,0.0,17787.0
1461,5000001460,1000001105,2024-12-06 14:20:58,1083,2,1,,2930.0,3253,FULFILLED,ARS,2,15000.0,3000.0,30000.0,27000.0,27000.0,5670.0,0.0,32670.0
1462,5000001461,1000001106,2024-11-03 06:37:27,859,2,1,,2726.0,3616,FULFILLED,ARS,3,15000.0,0.0,45000.0,45000.0,45000.0,9450.0,900.0,55350.0
1463,5000001462,1000001107,2024-08-24 14:58:25,220,1,2,4.0,3989.0,4,FULFILLED,ARS,3,13200.0,0.0,39600.0,39600.0,39600.0,8316.0,0.0,47916.0
1464,5000001463,1000001108,2024-07-11 22:50:31,774,2,2,2.0,2896.0,2,CANCELLED,ARS,3,13500.0,2025.0,40500.0,38475.0,38475.0,8079.75,0.0,46554.75
1465,5000001464,1000001109,2024-08-03 10:23:07,547,1,1,,2662.0,2599,FULFILLED,ARS,2,12000.0,0.0,24000.0,24000.0,24000.0,5040.0,1200.0,30240.0
1466,5000001465,1000001110,2024-07-25 06:04:17,1127,1,2,2.0,2538.0,2,PAID,ARS,2,10800.0,432.0,21600.0,21168.0,53568.0,11249.28,0.0,64817.28
1467,5000001466,1000001110,2024-07-25 06:04:17,1127,1,2,2.0,2538.0,2,PAID,ARS,3,12000.0,3600.0,36000.0,32400.0,53568.0,11249.28,0.0,64817.28
1468,5000001467,1000001111,2025-03-08 11:04:27,839,1,1,,2336.0,2115,REFUNDED,ARS,2,12000.0,1200.0,24000.0,22800.0,22800.0,4788.0,900.0,28488.0
1469,5000001468,1000001112,2025-07-23 23:17:20,771,2,2,3.0,2252.0,3,FULFILLED,ARS,1,15750.0,787.5,15750.0,14962.5,14962.5,3142.12,0.0,18104.62
1470,5000001469,1000001113,2025-05-06 20:16:40,1296,2,2,4.0,3891.0,4,REFUNDED,ARS,3,15000.0,2250.0,45000.0,42750.0,42750.0,8977.5,0.0,51727.5
