shipment_sk,shipment_id,order_id,customer_sk,channel_sk,store_sk,shipped_date_sk,delivered_date_sk,carrier,tracking_number,status,shipped_at,delivered_at,delivery_time_days
3321,9000003320,1000003320,4,2,3,0,0,PICKUP,,DELIVERED,2024-12-21 16:14:53,2024-12-22 16:14:53,1.0
3322,9000003321,1000003321,506,1,0,0,0,Correo Argentino,TRK-0NNZ0Q3JBG,DELIVERED,2025-03-29 13:20:51,2025-04-03 13:20:51,5.0
3323,9000003322,1000003322,942,2,2,0,0,PICKUP,,DELIVERED,2024-03-25 06:17:25,2024-03-26 06:17:25,1.0
3324,9000003323,1000003323,210,1,0,0,0,Correo Argentino,TRK-WW4XM9CXCO,DELIVERED,2025-09-16 10:28:47,2025-09-20 10:28:47,4.0
3325,9000003324,1000003324,1324,2,1,0,0,PICKUP,,DELIVERED,2025-09-30 23:38:58,2025-10-01 23:38:58,1.0
3326,9000003325,1000003325,1102,1,0,0,0,Correo Argentino,TRK-M8IO68U4AS,DELIVERED,2024-07-06 16:44:03,2024-07-08 16:44:03,2.0
3327,9000003326,1000003326,146,2,4,0,0,PICKUP,,DELIVERED,2024-11-17 13:18:55,2024-11-18 13:18:55,1.0
3328,9000003327,1000003327,1120,2,2,0,0,PICKUP,,DELIVERED,2024-09-06 21:40:25,2024-09-07 21:40:25,1.0
3329,9000003328,1000003328,1160,2,3,0,0,PICKUP,,DELIVERED,2025-06-14 15:47:39,2025-06-15 15:47:39,1.0
3330,9000003329,1000003329,863,2,2,0,0,PICKUP,,DELIVERED,2025-02-25 15:58:41,2025-02-26 15:58:41,1.0
3331,9000003330,1000003330,540,2,1,0,0,PICKUP,,DELIVERED,2024-03-29 07:03:33,2024-03-30 07:03:33,1.0
3332,9000003331,1000003331,610,1,0,0,0,Correo Argentino,TRK-KXJGGF7E50,DELIVERED,2025-08-27 18:43:21,2025-08-30 18:43:21,3.0
3333,9000003332,1000003332,31,1,0,0,0,Correo Argentino,,CANCELLED,,,
3334,9000003333,1000003333,449,2,3,0,0,PICKUP,,DELIVERED,2025-07-02 14:20:08,2025-07-03 14:20:08,1.0
3335,9000003334,1000003334,769,2,1,0,0,PICKUP,,DELIVERED,2024-02-01 07:49:33,2024-02-02 07:49:33,1.0
3336,9000003335,1000003335,1402,2,3,0,0,PICKUP,,DELIVERED,2025-06-02 01:47:38,2025-06-03 01:47:38,1.0
3337,9000003336,1000003336,908,2,1,0,0,PICKUP,,DELIVERED,2025-03-31 21:53:43,2025-04-01 21:53:43,1.0
3338,9000003337,1000003337,624,1,0,0,0,Correo Argentino,TRK-HZPYGTTWUH,DELIVERED,2024-12-17 22:11:17,2024-12-19 22:11:17,2.0
3339,9000003338,1000003338,608,1,0,0,0,Correo Argentino,TRK-BOQRC3GP8E,DELIVERED,2024-06-29 23:24:01,2024-07-03 23:24:01,4.0
3340,9000003339,1000003339,37,1,0,0,0,Correo Argentino,TRK-UMI4SM851J,DELIVERED,2024-03-04 01:38:56,2024-03-08 01:38:56,4.0
3341,9000003340,1000003340,1482,1,0,0,0,Correo Argentino,TRK-OK95YBC2PQ,SHIPPED,2024-12-05 21:39:04,2024-12-07 21:39:04,2.0
3342,9000003341,1000003341,1058,2,4,0,0,PICKUP,,DELIVERED,2024-04-09 19:16:46,2024-04-10 19:16:46,1.0
3343,9000003342,1000003342,286,1,0,0,0,Correo Argentino,TRK-FFWRQ4G322,DELIVERED,2025-06-08 10:19:48,2025-06-13 10:19:48,5.0
3344,9000003343,1000003343,1008,1,0,0,0,Correo Argentino,TRK-14U0J6C119,SHIPPED,2025-09-20 14:00:00,2025-09-24 14:00:00,4.0
3345,9000003344,1000003344,668,1,0,0,0,Correo Argentino,TRK-GG46VZOX4P,DELIVERED,2024-02-15 18:40:55,2024-02-17 18:40:55,2.0
3346,9000003345,1000003345,117,2,3,0,0,PICKUP,,DELIVERED,2024-02-16 03:36:46,2024-02-17 03:36:46,1.0
3347,9000003346,1000003346,851,1,0,0,0,Correo Argentino,,CANCELLED,,,
3348,9000003347,1000003347,51,2,1,0,0,PICKUP,,DELIVERED,2025-08-04 00:35:24,2025-08-05 00:35:24,1.0
3349,9000003348,1000003348,1117,1,0,0,0,Correo Argentino,TRK-CCJCDZP8QE,DELIVERED,2024-11-18 23:55:55,2024-11-21 23:55:55,3.0
3350,9000003349,1000003349,1029,1,0,0,0,Correo Argentino,TRK-ETBPRJOXY3,DELIVERED,2024-02-17 01:29:25,2024-02-21 01:29:25,4.0
3351,9000003350,1000003350,1139,1,0,0,0,Correo Argentino,TRK-EMHAMZ649X,SHIPPED,2024-08-02 21:28:55,2024-08-04 21:28:55,2.0
3352,9000003351,1000003351,1378,2,3,0,0,PICKUP,,DELIVERED,2025-08-21 18:52:23,2025-08-22 18:52:23,1.0
3353,9000003352,1000003352,1271,2,2,0,0,PICKUP,,DELIVERED,2024-02-26 02:24:02,2024-02-27 02:24:02,1.0
3354,9000003353,1000003353,1424,1,0,0,0,Correo Argentino,TRK-K38G2AP9RI,SHIPPED,2024-08-22 06:20:30,2024-08-27 06:20:30,5.0
3355,9000003354,1000003354,489,2,4,0,0,PICKUP,,DELIVERED,2025-07-18 04:35:01,2025-07-19 04:35:01,1.0
3356,9000003355,1000003355,744,1,0,0,0,Correo Argentino,TRK-Z4RLVGNFW8,DELIVERED,2025-04-17 05:20:22,2025-04-20 05:20:22,3.0
3357,9000003356,1000003356,323,1,0,0,0,Correo Argentino,TRK-ALNMPWNQ2K,DELIVERED,2024-07-11 03:58:35,2024-07-15 03:58:35,4.0
3358,9000003357,1000003357,1471,1,0,0,0,Correo Argentino,TRK-641MQXIW3J,DELIVERED,2025-03-30 17:32:43,2025-04-02 17:32:43,3.0
3359,9000003358,1000003358,1469,1,0,0,0,Correo Argentino,TRK-C0RA72YJKJ,DELIVERED,2024-07-17 09:08:40,2024-07-19 09:08:40,2.0
3360,9000003359,1000003359,1191,2,4,0,0,PICKUP,,DELIVERED,2025-04-11 03:37:17,2025-04-12 03:37:17,1.0
3361,9000003360,1000003360,335,1,0,0,0,Correo Argentino,TRK-5Z66E5CIT4,DELIVERED,2025-05-10 17:45:29,2025-05-15 17:45:29,5.0
3362,9000003361,1000003361,717,1,0,0,0,Correo Argentino,TRK-0Q9T1G8RMI,DELIVERED,2024-03-18 05:30:10,2024-03-21 05:30:10,3.0
3363,9000003362,1000003362,911,1,0,0,0,Correo Argentino,TRK-WE5TB2YPRF,DELIVERED,2025-09-16 08:10:58,2025-09-18 08:10:58,2.0
3364,9000003363,1000003363,184,2,1,0,0,PICKUP,,DELIVERED,2025-09-27 21:16:18,2025-09-28 21:16:18,1.0
3365,9000003364,1000003364,957,1,0,0,0,Correo Argentino,TRK-5B3IR24O8Q,DELIVERED,2024-03-19 05:20:21,2024-03-24 05:20:21,5.0
3366,9000003365,1000003365,797,2,1,0,0,PICKUP,,READY,2025-05-11 23:54:56,2025-05-12 23:54:56,1.0
3367,9000003366,1000003366,22,2,4,0,0,PICKUP,,SHIPPED,2025-05-17 18:03:19,2025-05-18 18:03:19,1.0
3368,9000003367,1000003367,260,1,0,0,0,Correo Argentino,TRK-RXFIORUNEK,DELIVERED,2024-08-23 13:39:55,2024-08-25 13:39:55,2.0
3369,9000003368,1000003368,835,1,0,0,0,Correo Argentino,TRK-ZOQMEX195D,DELIVERED,2025-03-18 03:59:14,2025-03-22 03:59:14,4.0
3370,9000003369,1000003369,1316,2,2,0,0,PICKUP,,SHIPPED,2024-06-02 21:51:19,2024-06-03 21:51:19,1.0
3371,9000003370,1000003370,240,1,0,0,0,Correo Argentino,,CANCELLED,,,
3372,9000003371,1000003371,790,2,3,0,0,PICKUP,,DELIVERED,2024-10-24 02:37:44,2024-10-25 02:37:44,1.0
3373,9000003372,1000003372,1380,1,0,0,0,Correo Argentino,TRK-ODYSTBDNTS,DELIVERED,2025-09-01 05:22:48,2025-09-03 05:22:48,2.0
3374,9000003373,1000003373,936,2,4,0,0,PICKUP,,SHIPPED,2024-01-09 06:56:18,2024-01-10 06:56:18,1.0
3375,9000003374,1000003374,274,1,0,0,0,Correo Argentino,TRK-A9PLX5W5KP,DELIVERED,2025-09-13 08:08:19,2025-09-16 08:08:19,3.0
3376,9000003375,1000003375,1177,2,2,0,0,PICKUP,,DELIVERED,2024-02-07 10:40:27,2024-02-08 10:40:27,1.0
3377,9000003376,1000003376,623,1,0,0,0,Correo Argentino,TRK-RJWTUH3SGS,DELIVERED,2025-07-19 01:07:41,2025-07-23 01:07:41,4.0
3378,9000003377,1000003377,419,1,0,0,0,Correo Argentino,,CANCELLED,,,
3379,9000003378,1000003378,1308,2,3,0,0,PICKUP,,DELIVERED,2024-07-13 23:08:57,2024-07-14 23:08:57,1.0
3380,9000003379,1000003379,508,1,0,0,0,Correo Argentino,TRK-BJ1URG6PI3,DELIVERED,2024-05-30 01:11:37,2024-06-01 01:11:37,2.0
3381,9000003380,1000003380,1234,2,4,0,0,PICKUP,,DELIVERED,2024-01-16 22:46:08,2024-01-17 22:46:08,1.0
3382,9000003381,1000003381,992,1,0,0,0,Correo Argentino,TRK-8A2VPZL5I0,DELIVERED,2024-08-28 23:57:45,2024-08-31 23:57:45,3.0
3383,9000003382,1000003382,143,2,2,0,0,PICKUP,,DELIVERED,2024-05-22 23:32:23,2024-05-23 23:32:23,1.0
3384,9000003383,1000003383,763,1,0,0,0,Correo Argentino,TRK-QZBFLQ6D32,DELIVERED,2025-07-29 10:56:28,2025-08-01 10:56:28,3.0
3385,9000003384,1000003384,784,1,0,0,0,Correo Argentino,TRK-ZX8XKN3U4S,DELIVERED,2024-03-22 09:59:06,2024-03-24 09:59:06,2.0
3386,9000003385,1000003385,1473,2,3,0,0,PICKUP,,DELIVERED,2024-10-30 04:46:54,2024-10-31 04:46:54,1.0
3387,9000003386,1000003386,1344,2,4,0,0,PICKUP,,DELIVERED,2025-05-16 11:18:16,2025-05-17 11:18:16,1.0
3388,9000003387,1000003387,457,1,0,0,0,Correo Argentino,TRK-MEQF1SBE2J,DELIVERED,2024-08-09 04:53:18,2024-08-14 04:53:18,5.0
3389,9000003388,1000003388,228,1,0,0,0,Correo Argentino,TRK-CIN35UKCOV,DELIVERED,2025-08-30 17:05:45,2025-09-01 17:05:45,2.0
3390,9000003389,1000003389,1500,1,0,0,0,Correo Argentino,TRK-DNQMUCRWMC,DELIVERED,2024-03-09 14:10:07,2024-03-14 14:10:07,5.0
3391,9000003390,1000003390,84,1,0,0,0,Correo Argentino,TRK-WLDYP9BMXZ,DELIVERED,2024-02-24 13:39:19,2024-02-27 13:39:19,3.0
3392,9000003391,1000003391,692,1,0,0,0,Correo Argentino,TRK-RHXL0URZ1P,DELIVERED,2024-12-06 19:01:16,2024-12-08 19:01:16,2.0
3393,9000003392,1000003392,302,2,4,0,0,PICKUP,,CANCELLED,,,
3394,9000003393,1000003393,297,1,0,0,0,Correo Argentino,TRK-XSQ36S2QM8,DELIVERED,2024-06-10 22:55:57,2024-06-14 22:55:57,4.0
3395,9000003394,1000003394,159,2,3,0,0,PICKUP,,DELIVERED,2025-04-07 03:02:45,2025-04-08 03:02:45,1.0
3396,9000003395,1000003395,1248,1,0,0,0,Correo Argentino,TRK-7PN2DC43J8,DELIVERED,2025-05-15 12:51:33,2025-05-17 12:51:33,2.0
3397,9000003396,1000003396,319,1,0,0,0,Correo Argentino,TRK-RBSXAZ2EHL,DELIVERED,2025-08-29 16:56:41,2025-09-03 16:56:41,5.0
3398,9000003397,1000003397,1126,1,0,0,0,Correo Argentino,TRK-449PRW15G0,SHIPPED,2025-05-25 23:36:53,2025-05-27 23:36:53,2.0
3399,9000003398,1000003398,1079,1,0,0,0,Correo Argentino,TRK-3QTU6YNCIO,READY,2025-01-01 01:45:55,2025-01-06 01:45:55,5.0
3400,9000003399,1000003399,553,1,0,0,0,Correo Argentino,TRK-IDGR8T0R5T,DELIVERED,2025-04-15 18:58:00,2025-04-20 18:58:00,5.0
3401,9000003400,1000003400,835,1,0,0,0,Correo Argentino,TRK-2ZQJFQU591,DELIVERED,2025-05-11 16:05:42,2025-05-15 16:05:42,4.0
3402,9000003401,1000003401,1358,1,0,0,0,Correo Argentino,TRK-FC82M1MZL3,SHIPPED,2025-04-12 00:32:26,2025-04-16 00:32:26,4.0
3403,9000003402,1000003402,1243,2,1,0,0,PICKUP,,DELIVERED,2025-06-20 15:53:55,2025-06-21 15:53:55,1.0
3404,9000003403,1000003403,1397,1,0,0,0,Correo Argentino,TRK-GD0NTT6DR2,DELIVERED,2024-03-26 20:53:59,2024-03-29 20:53:59,3.0
3405,9000003404,1000003404,437,2,4,0,0,PICKUP,,DELIVERED,2025-04-16 20:02:29,2025-04-17 20:02:29,1.0
3406,9000003405,1000003405,241,2,4,0,0,PICKUP,,DELIVERED,2024-01-06 22:14:09,2024-01-07 22:14:09,1.0
3407,9000003406,1000003406,1246,1,0,0,0,Correo Argentino,TRK-PUB4YIMGEC,DELIVERED,2025-07-27 00:39:23,2025-07-29 00:39:23,2.0
3408,9000003407,1000003407,1076,1,0,0,0,Correo Argentino,TRK-W36W91KDHB,SHIPPED,2025-01-26 09:44:05,2025-01-29 09:44:05,3.0
3409,9000003408,1000003408,1217,2,4,0,0,PICKUP,,DELIVERED,2024-11-30 08:06:54,2024-12-01 08:06:54,1.0
3410,9000003409,1000003409,884,1,0,0,0,Correo Argentino,TRK-E92I5NK4B9,DELIVERED,2024-02-01 20:47:00,2024-02-03 20:47:00,2.0
3411,9000003410,1000003410,1370,2,2,0,0,PICKUP,,DELIVERED,2024-07-07 07:47:46,2024-07-08 07:47:46,1.0
3412,9000003411,1000003411,1376,1,0,0,0,Correo Argentino,TRK-IVYWRJM9H9,DELIVERED,2024-04-08 16:54:51,2024-04-12 16:54:51,4.0
3413,9000003412,1000003412,249,1,0,0,0,Correo Argentino,TRK-6ENXDBNBC2,DELIVERED,2024-02-05 14:42:17,2024-02-08 14:42:17,3.0
3414,9000003413,1000003413,917,1,0,0,0,Correo Argentino,TRK-P9WJS8SBWT,DELIVERED,2024-06-01 18:15:27,2024-06-05 18:15:27,4.0
3415,9000003414,1000003414,168,2,4,0,0,PICKUP,,CANCELLED,,,
3416,9000003415,1000003415,566,1,0,0,0,Correo Argentino,TRK-P895SRZW9Q,SHIPPED,2024-09-23 19:14:57,2024-09-27 19:14:57,4.0
3417,9000003416,1000003416,43,2,1,0,0,PICKUP,,CANCELLED,,,
3418,9000003417,1000003417,813,1,0,0,0,Correo Argentino,,CANCELLED,,,
3419,9000003418,1000003418,323,1,0,0,0,Correo Argentino,TRK-W1BMJB1MW0,DELIVERED,2024-03-14 12:52:22,2024-03-19 12:52:22,5.0
3420,9000003419,1000003419,26,1,0,0,0,Correo Argentino,TRK-JKWOBW6KC2,DELIVERED,2024-12-23 11:17:41,2024-12-27 11:17:41,4.0
3421,9000003420,1000003420,396,2,2,0,0,PICKUP,,SHIPPED,2024-01-07 22:28:43,2024-01-08 22:28:43,1.0
3422,9000003421,1000003421,487,2,3,0,0,PICKUP,,DELIVERED,2025-08-19 07:55:56,2025-08-20 07:55:56,1.0
3423,9000003422,1000003422,551,2,4,0,0,PICKUP,,DELIVERED,2024-02-26 17:19:37,2024-02-27 17:19:37,1.0
3424,9000003423,1000003423,1101,1,0,0,0,Correo Argentino,TRK-HJBS6K6081,DELIVERED,2025-04-23 03:20:57,2025-04-27 03:20:57,4.0
3425,9000003424,1000003424,790,2,2,0,0,PICKUP,,DELIVERED,2025-04-12 22:44:40,2025-04-13 22:44:40,1.0
3426,9000003425,1000003425,242,1,0,0,0,Correo Argentino,,CANCELLED,,,
3427,9000003426,1000003426,1399,2,3,0,0,PICKUP,,DELIVERED,2024-04-01 12:13:05,2024-04-02 12:13:05,1.0
3428,9000003427,1000003427,1389,1,0,0,0,Correo Argentino,TRK-3KI5MLDIZ9,SHIPPED,2025-02-14 06:53:26,2025-02-19 06:53:26,5.0
3429,9000003428,1000003428,1290,2,4,0,0,PICKUP,,SHIPPED,2024-08-28 00:50:21,2024-08-29 00:50:21,1.0
3430,9000003429,1000003429,221,2,4,0,0,PICKUP,,CANCELLED,,,
3431,9000003430,1000003430,1161,2,1,0,0,PICKUP,,DELIVERED,2024-04-19 08:43:48,2024-04-20 08:43:48,1.0
3432,9000003431,1000003431,570,1,0,0,0,Correo Argentino,TRK-UNLR84OJ0L,SHIPPED,2024-11-08 07:12:07,2024-11-12 07:12:07,4.0
3433,9000003432,1000003432,847,1,0,0,0,Correo Argentino,TRK-2119FUCJ86,DELIVERED,2025-02-14 11:34:07,2025-02-19 11:34:07,5.0
3434,9000003433,1000003433,372,2,2,0,0,PICKUP,,CANCELLED,,,
3435,9000003434,1000003434,390,1,0,0,0,Correo Argentino,TRK-W2NGB6C7JC,SHIPPED,2024-05-25 06:07:05,2024-05-29 06:07:05,4.0
3436,9000003435,1000003435,434,2,2,0,0,PICKUP,,DELIVERED,2024-01-15 04:55:34,2024-01-16 04:55:34,1.0
3437,9000003436,1000003436,1342,1,0,0,0,Correo Argentino,TRK-SBUARS5E9R,DELIVERED,2024-05-20 20:11:08,2024-05-26 20:11:08,6.0
3438,9000003437,1000003437,71,1,0,0,0,Correo Argentino,TRK-EROTP8RNN7,DELIVERED,2025-09-26 01:31:39,2025-10-03 01:31:39,7.0
3439,9000003438,1000003438,868,2,4,0,0,PICKUP,,DELIVERED,2025-04-17 18:00:09,2025-04-18 18:00:09,1.0
3440,9000003439,1000003439,1176,1,0,0,0,Correo Argentino,TRK-XTHFRE2WQU,DELIVERED,2024-08-27 06:07:40,2024-09-03 06:07:40,7.0
3441,9000003440,1000003440,1423,1,0,0,0,Correo Argentino,TRK-UZQN7OMACI,DELIVERED,2025-07-11 22:33:21,2025-07-17 22:33:21,6.0
3442,9000003441,1000003441,668,2,2,0,0,PICKUP,,DELIVERED,2024-10-05 16:17:48,2024-10-06 16:17:48,1.0
3443,9000003442,1000003442,655,1,0,0,0,Correo Argentino,TRK-QDFKT6E6UB,DELIVERED,2025-07-18 21:33:37,2025-07-22 21:33:37,4.0
3444,9000003443,1000003443,292,1,0,0,0,Correo Argentino,TRK-QPFJL7L9VK,DELIVERED,2025-05-15 13:14:53,2025-05-19 13:14:53,4.0
3445,9000003444,1000003444,712,2,4,0,0,PICKUP,,DELIVERED,2025-05-07 04:44:17,2025-05-08 04:44:17,1.0
3446,9000003445,1000003445,1421,1,0,0,0,Correo Argentino,TRK-FZXWTBDWXF,DELIVERED,2024-03-21 14:56:18,2024-03-25 14:56:18,4.0
3447,9000003446,1000003446,1290,1,0,0,0,Correo Argentino,,CANCELLED,,,
3448,9000003447,1000003447,576,2,4,0,0,PICKUP,,DELIVERED,2024-01-13 22:17:30,2024-01-14 22:17:30,1.0
3449,9000003448,1000003448,612,2,1,0,0,PICKUP,,DELIVERED,2025-03-12 06:46:29,2025-03-13 06:46:29,1.0
3450,9000003449,1000003449,227,2,4,0,0,PICKUP,,DELIVERED,2025-03-14 04:16:08,2025-03-15 04:16:08,1.0
3451,9000003450,1000003450,590,1,0,0,0,Correo Argentino,,CANCELLED,,,
3452,9000003451,1000003451,1498,1,0,0,0,Correo Argentino,TRK-S2Q882PA3G,DELIVERED,2024-02-24 08:25:07,2024-02-29 08:25:07,5.0
3453,9000003452,1000003452,184,1,0,0,0,Correo Argentino,TRK-SJT8FC33MO,DELIVERED,2025-08-10 13:25:52,2025-08-13 13:25:52,3.0
3454,9000003453,1000003453,88,1,0,0,0,Correo Argentino,TRK-L2Z1KO5SB2,DELIVERED,2024-08-11 20:22:10,2024-08-16 20:22:10,5.0
3455,9000003454,1000003454,1321,1,0,0,0,Correo Argentino,TRK-6S1MWQOITQ,DELIVERED,2025-03-16 20:50:48,2025-03-20 20:50:48,4.0
3456,9000003455,1000003455,528,1,0,0,0,Correo Argentino,TRK-YJK1U6WZGX,DELIVERED,2025-06-08 05:17:13,2025-06-10 05:17:13,2.0
3457,9000003456,1000003456,1259,1,0,0,0,Correo Argentino,TRK-74WHHG9EZF,DELIVERED,2025-08-10 14:10:36,2025-08-16 14:10:36,6.0
3458,9000003457,1000003457,817,2,2,0,0,PICKUP,,DELIVERED,2025-05-07 23:32:13,2025-05-08 23:32:13,1.0
3459,9000003458,1000003458,85,2,4,0,0,PICKUP,,DELIVERED,2025-09-24 19:54:27,2025-09-25 19:54:27,1.0
3460,9000003459,1000003459,771,2,3,0,0,PICKUP,,CANCELLED,,,
3461,9000003460,1000003460,1386,1,0,0,0,Correo Argentino,TRK-ISE1JCNFYO,DELIVERED,2024-07-14 09:31:37,2024-07-17 09:31:37,3.0
3462,9000003461,1000003461,514,1,0,0,0,Correo Argentino,TRK-6DX2FLKDOC,DELIVERED,2024-06-02 01:31:43,2024-06-07 01:31:43,5.0
3463,9000003462,1000003462,1252,2,3,0,0,PICKUP,,DELIVERED,2024-12-02 15:23:56,2024-12-03 15:23:56,1.0
3464,9000003463,1000003463,1427,1,0,0,0,Correo Argentino,TRK-6OEU9TAMAH,DELIVERED,2024-11-23 03:26:06,2024-11-26 03:26:06,3.0
3465,9000003464,1000003464,965,1,0,0,0,Correo Argentino,TRK-LLMZGMSUM8,DELIVERED,2025-08-29 16:04:15,2025-09-01 16:04:15,3.0
3466,9000003465,1000003465,1139,1,0,0,0,Correo Argentino,TRK-J7FL3I34MR,DELIVERED,2025-09-03 18:29:16,2025-09-08 18:29:16,5.0
3467,9000003466,1000003466,1197,2,3,0,0,PICKUP,,DELIVERED,2024-07-11 01:53:49,2024-07-12 01:53:49,1.0
3468,9000003467,1000003467,1252,1,0,0,0,Correo Argentino,TRK-UXTQS3Q5MF,SHIPPED,2025-01-15 22:04:31,2025-01-17 22:04:31,2.0
3469,9000003468,1000003468,976,2,4,0,0,PICKUP,,SHIPPED,2024-07-10 08:15:24,2024-07-11 08:15:24,1.0
3470,9000003469,1000003469,549,2,4,0,0,PICKUP,,CANCELLED,,,
3471,9000003470,1000003470,1301,1,0,0,0,Correo Argentino,TRK-D5T57QBWVA,SHIPPED,2024-09-19 13:31:59,2024-09-22 13:31:59,3.0
3472,9000003471,1000003471,331,1,0,0,0,Correo Argentino,TRK-HL2IFAKGDZ,DELIVERED,2024-08-02 03:08:37,2024-08-05 03:08:37,3.0
3473,9000003472,1000003472,219,1,0,0,0,Correo Argentino,TRK-LQ4LCV4M72,DELIVERED,2024-04-26 19:09:31,2024-05-01 19:09:31,5.0
3474,9000003473,1000003473,422,2,1,0,0,PICKUP,,DELIVERED,2024-04-28 19:36:29,2024-04-29 19:36:29,1.0
3475,9000003474,1000003474,181,1,0,0,0,Correo Argentino,TRK-I21NC70SOM,DELIVERED,2024-09-27 11:06:12,2024-10-03 11:06:12,6.0
3476,9000003475,1000003475,1073,1,0,0,0,Correo Argentino,TRK-H7V1WRYJFU,DELIVERED,2024-10-22 01:37:40,2024-10-25 01:37:40,3.0
3477,9000003476,1000003476,1362,1,0,0,0,Correo Argentino,TRK-8OX85U1LH6,DELIVERED,2024-10-20 17:29:56,2024-10-25 17:29:56,5.0
3478,9000003477,1000003477,1436,2,3,0,0,PICKUP,,DELIVERED,2024-08-31 12:39:57,2024-09-01 12:39:57,1.0
3479,9000003478,1000003478,364,1,0,0,0,Correo Argentino,TRK-OJ5FMW5CVR,DELIVERED,2024-04-06 15:48:47,2024-04-10 15:48:47,4.0
3480,9000003479,1000003479,343,1,0,0,0,Correo Argentino,TRK-JXHP4FVXX4,SHIPPED,2024-01-23 21:23:00,2024-01-26 21:23:00,3.0
3481,9000003480,1000003480,1044,1,0,0,0,Correo Argentino,TRK-9ZAV0N0Z65,DELIVERED,2024-03-09 15:52:16,2024-03-12 15:52:16,3.0
3482,9000003481,1000003481,805,2,4,0,0,PICKUP,,DELIVERED,2024-05-14 08:54:23,2024-05-15 08:54:23,1.0
3483,9000003482,1000003482,1121,2,1,0,0,PICKUP,,CANCELLED,,,
3484,9000003483,1000003483,1395,2,3,0,0,PICKUP,,CANCELLED,,,
3485,9000003484,1000003484,728,1,0,0,0,Correo Argentino,TRK-JT9B52WP07,DELIVERED,2024-10-13 12:01:04,2024-10-17 12:01:04,4.0
3486,9000003485,1000003485,688,2,1,0,0,PICKUP,,DELIVERED,2025-06-01 20:08:41,2025-06-02 20:08:41,1.0
3487,9000003486,1000003486,831,1,0,0,0,Correo Argentino,TRK-XCYMEFZ4V0,DELIVERED,2024-06-18 18:08:16,2024-06-23 18:08:16,5.0
3488,9000003487,1000003487,744,1,0,0,0,Correo Argentino,TRK-RMWF2HVBQG,SHIPPED,2025-08-14 13:03:44,2025-08-19 13:03:44,5.0
3489,9000003488,1000003488,1371,2,2,0,0,PICKUP,,SHIPPED,2024-09-30 11:29:12,2024-10-01 11:29:12,1.0
3490,9000003489,1000003489,167,1,0,0,0,Correo Argentino,TRK-F07AJ7BEW6,DELIVERED,2024-03-05 11:20:27,2024-03-10 11:20:27,5.0
3491,9000003490,1000003490,111,1,0,0,0,Correo Argentino,TRK-DQU0LBK2Q8,READY,2024-05-18 16:36:45,2024-05-20 16:36:45,2.0
3492,9000003491,1000003491,580,1,0,0,0,Correo Argentino,TRK-S1UAXN2SF2,SHIPPED,2024-11-30 19:44:50,2024-12-04 19:44:50,4.0
3493,9000003492,1000003492,117,2,1,0,0,PICKUP,,DELIVERED,2024-01-05 03:24:59,2024-01-06 03:24:59,1.0
3494,9000003493,1000003493,1264,1,0,0,0,Correo Argentino,TRK-CB2WRSTEI2,DELIVERED,2025-09-29 01:40:51,2025-10-02 01:40:51,3.0
3495,9000003494,1000003494,233,1,0,0,0,Correo Argentino,,CANCELLED,,,
3496,9000003495,1000003495,671,1,0,0,0,Correo Argentino,TRK-TY0Z7ACL8D,DELIVERED,2024-05-09 16:28:49,2024-05-11 16:28:49,2.0
3497,9000003496,1000003496,94,1,0,0,0,Correo Argentino,TRK-QAKZEO74I6,DELIVERED,2024-04-04 20:03:19,2024-04-09 20:03:19,5.0
3498,9000003497,1000003497,390,2,4,0,0,PICKUP,,DELIVERED,2024-06-20 09:02:08,2024-06-21 09:02:08,1.0
3499,9000003498,1000003498,305,1,0,0,0,Correo Argentino,TRK-DU31FBDPBK,DELIVERED,2025-01-03 17:15:41,2025-01-05 17:15:41,2.0
3500,9000003499,1000003499,400,1,0,0,0,Correo Argentino,TRK-C0JG9YR3UC,DELIVERED,2024-11-25 22:29:11,2024-12-02 22:29:11,7.0
3501,9000003500,1000003500,396,1,0,0,0,Correo Argentino,TRK-KEJDVT65J4,DELIVERED,2024-03-13 21:13:22,2024-03-15 21:13:22,2.0
3502,9000003501,1000003501,1168,1,0,0,0,Correo Argentino,TRK-G1FAFVA3SD,DELIVERED,2024-12-26 11:52:35,2024-12-30 11:52:35,4.0
3503,9000003502,1000003502,655,2,3,0,0,PICKUP,,DELIVERED,2025-02-11 09:15:13,2025-02-12 09:15:13,1.0
3504,9000003503,1000003503,343,1,0,0,0,Correo Argentino,TRK-MUZG4QBXUK,DELIVERED,2025-07-03 10:39:21,2025-07-08 10:39:21,5.0
3505,9000003504,1000003504,684,1,0,0,0,Correo Argentino,TRK-VKKMNND57S,READY,2025-03-22 13:07:23,2025-03-24 13:07:23,2.0
3506,9000003505,1000003505,1150,1,0,0,0,Correo Argentino,TRK-CHH29AFQ9H,DELIVERED,2024-06-17 15:30:21,2024-06-19 15:30:21,2.0
3507,9000003506,1000003506,1028,2,3,0,0,PICKUP,,DELIVERED,2024-02-17 15:49:50,2024-02-18 15:49:50,1.0
3508,9000003507,1000003507,585,2,1,0,0,PICKUP,,DELIVERED,2024-05-08 15:14:14,2024-05-09 15:14:14,1.0
3509,9000003508,1000003508,1294,1,0,0,0,Correo Argentino,TRK-OAE73KIQ6M,DELIVERED,2025-05-25 23:40:16,2025-05-29 23:40:16,4.0
